rxn_code_nodirection,rxn_name_long,subsystem,ind_in_original_recon,rxn_EC_number,genes_associated_with_rxn,rxn_formula,rxn_confidence,num_genes_associated_with_rxn
CSNATm,"carnitine O-aceyltransferase, mitochondrial",Fatty acid oxidation,763,2.3.1.7,CRAT,"1.00 * Coenzyme A [m] + 1.00 * O-acetylcarnitine [m] --> 1.00 * Acetyl-CoA [m] + 1.00 * L-Carnitine [m]
CRAT",4.0,1
CSNATr,carnitine O-acetyltransferase,Fatty acid oxidation,765,2.3.1.7,CRAT,"1.00 * Acetyl-CoA [c] + 1.00 * L-Carnitine [c] --> 1.00 * Coenzyme A [c] + 1.00 * O-acetylcarnitine [c]
CRAT",4.0,1
CSNt,cytosine transport via facilated diffusion,"Transport, extracellular",767,,SLC29A2,"1.00 * cytosine [e] --> 1.00 * cytosine [c]
SLC29A2",4.0,1
CTPS1,CTP synthase (NH3),Nucleotide interconversion,778,,CTPS; CTPS2,"1.00 * Ammonium [c] + 1.00 * ATP [c] + 1.00 * UTP [c] --> 1.00 * ADP [c] + 2.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * CTP [c]
CTPS; CTPS2",2.0,2
CTPS2,CTP synthase (glutamine),Pyrimidine synthesis,779,,CTPS; CTPS2,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * L-glutamine [c] + 1.00 * UTP [c] --> 1.00 * ADP [c] + 2.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * L-glutamate(1-) [c] + 1.00 * CTP [c]
CTPS; CTPS2",4.0,2
CYOOm2,"cytochrome c oxidase, mitochondrial Complex IV",Oxidative phosphorylation,783,,COX4I1; COX5A; COX5B; COX6A1; COX6A2; COX6B1; COX6C; COX7A2; COX7B2; COX8A; COX8C; CYC1; MT-CYTB; UQCR10; UQCR11; UQCRB; UQCRC1; UQCRC2; UQCRFS1; UQCRH; UQCRQ,"1.00 * O2 [m] + 4.00 * Ferrocytochrome C [m] --> 4.00 * proton [m] + 2.00 * Water [m] + 4.00 * Ferricytochrome c [m]
COX4I1; COX5A; COX5B; COX6A1; COX6A2; COX6B1; COX6C; COX7A2; COX7B2; COX8A; COX8C; CYC1; MT-CYTB; UQCR10; UQCR11; UQCRB; UQCRC1; UQCRC2; UQCRFS1; UQCRH; UQCRQ",0.0,21
CYOR_u10m,"ubiquinol-6 cytochrome c reductase, Complex III",Oxidative phosphorylation,784,,CYC1; MT-CYTB; UQCR10; UQCR11; UQCRB; UQCRC1; UQCRC2; UQCRFS1; UQCRH; UQCRQ,"2.00 * proton [m] + 2.00 * Ferricytochrome c [m] + 1.00 * Ubiquinol-10 [m] --> 4.00 * proton [c] + 1.00 * ubiquinone-10 [m] + 2.00 * Ferrocytochrome C [m]
CYC1; MT-CYTB; UQCR10; UQCR11; UQCRB; UQCRC1; UQCRC2; UQCRFS1; UQCRH; UQCRQ",4.0,10
CYSALANaEx,L-alanine/L-cysteine Na-dependent exchange (Cys-L in),"Transport, extracellular",785,,SLC1A4; SLC1A5,"1.00 * Sodium [e] + 1.00 * L-alanine [c] + 1.00 * L-cysteine [e] --> 1.00 * Sodium [c] + 1.00 * L-alanine [e] + 1.00 * L-cysteine [c]
SLC1A4; SLC1A5",4.0,2
CYSASNNaEx,L-cysteine/L-asparagine Na-dependent exchange (Cys-L in),"Transport, extracellular",786,,SLC1A5,"1.00 * Sodium [e] + 1.00 * L-asparagine [c] + 1.00 * L-cysteine [e] --> 1.00 * Sodium [c] + 1.00 * L-asparagine [e] + 1.00 * L-cysteine [c]
SLC1A5",4.0,1
CYSGLNNaEx,L-cysteine/L-glutamine Na-dependent exchange (Cys-L in),"Transport, extracellular",787,,SLC1A5,"1.00 * Sodium [e] + 1.00 * L-cysteine [e] + 1.00 * L-glutamine [c] --> 1.00 * Sodium [c] + 1.00 * L-cysteine [c] + 1.00 * L-glutamine [e]
SLC1A5",4.0,1
CYSGLUexR,L-cysteine/L-glutamine reversible exchanger,"Transport, extracellular",789,,SLC3A2; SLC7A10; SLC7A5,"1.00 * L-cysteine [e] + 1.00 * L-glutamine [c] --> 1.00 * L-cysteine [c] + 1.00 * L-glutamine [e]
SLC3A2; SLC7A10; SLC7A5",2.0,3
CYSGLYexR,L-cysteine/glycine reversible exchanger,"Transport, extracellular",790,,SLC3A2; SLC7A10; SLC7A8,"1.00 * L-cysteine [c] + 1.00 * Glycine [e] --> 1.00 * L-cysteine [e] + 1.00 * Glycine [c]
SLC3A2; SLC7A10; SLC7A8",2.0,3
CYSO,cysteine oxidase,Taurine and hypotaurine metabolism,792,1.13.11.20,CDO1,"1.00 * O2 [c] + 1.00 * L-cysteine [c] --> 2.00 * proton [c] + 1.00 * 3-Sulfino-L-alanine [c]
CDO1",4.0,1
CYSSERNaEx,L-serine/L-cysteine Na-dependent exchange (Cys-L in),"Transport, extracellular",793,,SLC1A4; SLC1A5,"1.00 * Sodium [e] + 1.00 * L-cysteine [e] + 1.00 * L-serine [c] --> 1.00 * Sodium [c] + 1.00 * L-cysteine [c] + 1.00 * L-serine [e]
SLC1A4; SLC1A5",4.0,2
CYSt4,L-cysteine reversible transport via sodium symport,"Transport, extracellular",794,,ACE2; SLC38A2; SLC6A14; SLC6A19; TMEM27,"1.00 * Sodium [e] + 1.00 * L-cysteine [e] --> 1.00 * Sodium [c] + 1.00 * L-cysteine [c]
ACE2; SLC38A2; SLC6A14; SLC6A19; TMEM27",2.0,5
CYSTA,cysteine transaminase,Methionine and cysteine metabolism,795,2.6.1.3,GOT1,"1.00 * 2-Oxoglutarate [c] + 1.00 * L-cysteine [c] --> 1.00 * L-glutamate(1-) [c] + 1.00 * 3-mercaptopyruvate [c]
GOT1",2.0,1
CYSTAm,cysteine transaminase (mitochondrial),Methionine and cysteine metabolism,796,2.6.1.3,GOT2,"1.00 * 2-Oxoglutarate [m] + 1.00 * L-cysteine [m] --> 1.00 * L-glutamate(1-) [m] + 1.00 * 3-mercaptopyruvate [m]
GOT2",2.0,1
CYStec,L-cysteine transport via diffusion (extracellular to cytosol),"Transport, extracellular",797,,SLC43A2,"1.00 * L-cysteine [e] --> 1.00 * L-cysteine [c]
SLC43A2",4.0,1
CYSTGL,cystathionine g-lyase,Methionine and cysteine metabolism,798,4.4.1.1,CTH,"1.00 * Water [c] + 1.00 * L-cystathionine [c] --> 1.00 * Ammonium [c] + 1.00 * 2-Oxobutanoate [c] + 1.00 * L-cysteine [c]
CTH",4.0,1
CYSTGLUex,L-cystine/L-glutamate exchanger,"Transport, extracellular",799,,SLC3A2; SLC7A11,"1.00 * L-glutamate(1-) [c] + 1.00 * L-cystine [e] --> 1.00 * L-cystine [c] + 1.00 * L-glutamate(1-) [e]
SLC3A2; SLC7A11",4.0,2
CYSTHRNaEx,L-cysteine/L-threonine Na-dependent exchange (Cys-L in),"Transport, extracellular",800,,SLC1A4; SLC1A5,"1.00 * Sodium [e] + 1.00 * L-cysteine [e] + 1.00 * L-threonine [c] --> 1.00 * Sodium [c] + 1.00 * L-cysteine [c] + 1.00 * L-threonine [e]
SLC1A4; SLC1A5",4.0,2
CYSTS,cystathionine beta-synthase,Methionine and cysteine metabolism,801,4.2.1.22,CBS,"1.00 * L-homocysteine [c] + 1.00 * L-serine [c] --> 1.00 * Water [c] + 1.00 * L-cystathionine [c]
CBS",4.0,1
CYSTSERex,L-cystine/glycine exchanger (cystine in),"Transport, extracellular",802,,SLC3A1; SLC7A9,"1.00 * L-serine [c] + 1.00 * L-cystine [e] --> 1.00 * L-serine [e] + 1.00 * L-cystine [c]
SLC3A1; SLC7A9",4.0,2
CYTD,cytidine deaminase,Pyrimidine catabolism,803,3.5.4.5,AICDA; CDA,"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * Cytidine [c] --> 1.00 * Ammonium [c] + 1.00 * Uridine [c]
AICDA; CDA",2.0,2
CYTDK1,ATPcytidine 5-phosphotransferase,Nucleotide interconversion,804,,UCK1; UCK2,"1.00 * ATP [c] + 1.00 * Cytidine [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * CMP [c]
UCK1; UCK2",2.0,2
CYTDt,cytidine facilated transport in cytosol,"Transport, extracellular",807,,SLC29A1; SLC29A2,"1.00 * Cytidine [e] --> 1.00 * Cytidine [c]
SLC29A1; SLC29A2",4.0,2
CYTDt4,cytidine transport in via sodium symport,"Transport, extracellular",808,,SLC28A1; SLC28A3,"1.00 * Sodium [e] + 1.00 * Cytidine [e] --> 1.00 * Sodium [c] + 1.00 * Cytidine [c]
SLC28A1; SLC28A3",4.0,2
CYTDtm,cytidine facilated transport in mitochondria,"Transport, mitochondrial",810,,SLC29A1,"1.00 * Cytidine [c] --> 1.00 * Cytidine [m]
SLC29A1",4.0,1
CYTK1,cytidylate kinase (CMP),Nucleotide interconversion,812,,CMPK1,"1.00 * ATP [c] + 1.00 * CMP [c] --> 1.00 * ADP [c] + 1.00 * CDP [c]
CMPK1",4.0,1
CYTK10,"cytidylate kinase (CMP,dGTP)",Nucleotide interconversion,813,2.7.4.14,CMPK1,"1.00 * CMP [c] + 1.00 * dGTP [c] --> 1.00 * CDP [c] + 1.00 * dGDP [c]
CMPK1",4.0,1
CYTK11,"cytidylate kinase (dCMP,dGTP)",Nucleotide interconversion,815,2.7.4.14,CMPK1,"1.00 * dGTP [c] + 1.00 * dCMP [c] --> 1.00 * dGDP [c] + 1.00 * dCDP [c]
CMPK1",4.0,1
CYTK12,"cytidylate kinase (dCMP,dCTP)",Nucleotide interconversion,817,2.7.4.14,CMPK1,"1.00 * dCMP [c] + 1.00 * dCTP [c] --> 2.00 * dCDP [c]
CMPK1",4.0,1
CYTK13,"cytidylate kinase (dCMP,dATP)",Nucleotide interconversion,819,2.7.4.14,CMPK1,"1.00 * dATP [c] + 1.00 * dCMP [c] --> 1.00 * dADP [c] + 1.00 * dCDP [c]
CMPK1",4.0,1
CYTK14,"cytidylate kinase (dCMP,UTP)",Nucleotide interconversion,821,2.7.4.14,CMPK1,"1.00 * UTP [c] + 1.00 * dCMP [c] --> 1.00 * UDP [c] + 1.00 * dCDP [c]
CMPK1",4.0,1
CYTK1m,"cytidylate kinase (CMP),mitochondrial",Nucleotide interconversion,823,,CMPK2,"1.00 * ATP [m] + 1.00 * CMP [m] --> 1.00 * ADP [m] + 1.00 * CDP [m]
CMPK2",1.0,1
CYTK2,cytidylate kinase (dCMP),Nucleotide interconversion,825,,CMPK1,"1.00 * ATP [c] + 1.00 * dCMP [c] --> 1.00 * ADP [c] + 1.00 * dCDP [c]
CMPK1",4.0,1
CYTK3,cytidylate kinase (CMP)(GTP),Nucleotide interconversion,827,,AK5,"1.00 * GTP [c] + 1.00 * CMP [c] --> 1.00 * GDP [c] + 1.00 * CDP [c]
AK5",4.0,1
CYTK4,cytidylate kinase (dCMP)(GTP),Nucleotide interconversion,829,,AK5,"1.00 * GTP [c] + 1.00 * dCMP [c] --> 1.00 * GDP [c] + 1.00 * dCDP [c]
AK5",4.0,1
CYTK5,cytidylate kinase (dCMP),Nucleotide interconversion,831,2.7.4.14,CMPK1,"1.00 * CTP [c] + 1.00 * dCMP [c] --> 1.00 * CDP [c] + 1.00 * dCDP [c]
CMPK1",4.0,1
CYTK6,"cytidylate kinase (CMP,CTP)",Nucleotide interconversion,833,2.7.4.14,CMPK1,"1.00 * CMP [c] + 1.00 * CTP [c] --> 2.00 * CDP [c]
CMPK1",4.0,1
CYTK7,"cytidylate kinase (CMP,UTP)",Nucleotide interconversion,835,2.7.4.14,CMPK1,"1.00 * CMP [c] + 1.00 * UTP [c] --> 1.00 * UDP [c] + 1.00 * CDP [c]
CMPK1",4.0,1
CYTK8,"cytidylate kinase (CMP,dATP)",Nucleotide interconversion,837,2.7.4.14,CMPK1,"1.00 * dATP [c] + 1.00 * CMP [c] --> 1.00 * dADP [c] + 1.00 * CDP [c]
CMPK1",4.0,1
CYTK9,"cytidylate kinase (CMP,dCTP)",Nucleotide interconversion,839,2.7.4.14,CMPK1,"1.00 * CMP [c] + 1.00 * dCTP [c] --> 1.00 * CDP [c] + 1.00 * dCDP [c]
CMPK1",4.0,1
D3AIBTm,"D-3-Amino-isobutanoate:pyruvate aminotransferase, mitochondrial",Pyrimidine catabolism,842,2.6.1.40,AGXT2,"1.00 * pyruvate [m] + 1.00 * D-3-Amino-isobutanoate [m] --> 1.00 * 2-methyl-3-oxopropanoate [m] + 1.00 * L-alanine [m]
AGXT2",4.0,1
DADA,Deoxyadenosine deaminase,Nucleotide interconversion,843,3.5.4.4,ADA,"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * 2-deoxyadenosine [c] --> 1.00 * Ammonium [c] + 1.00 * Deoxyinosine [c]
ADA",4.0,1
DADAe,"Deoxyadenosine deaminase, extracellular",Nucleotide interconversion,844,3.5.4.4,ADA,"1.00 * proton [e] + 1.00 * Water [e] + 1.00 * 2-deoxyadenosine [e] --> 1.00 * Ammonium [e] + 1.00 * Deoxyinosine [e]
ADA",4.0,1
DADNt4,deoxyadenosine transport via diffusion,"Transport, extracellular",846,,SLC29A2,"1.00 * 2-deoxyadenosine [e] --> 1.00 * 2-deoxyadenosine [c]
SLC29A2",2.0,1
DAGK_hs,Diacylglycerol phosphate kinase (homo sapiens),Glycerophospholipid metabolism,848,2.7.1.107,DGKA; DGKB; DGKD; DGKE; DGKG; DGKH; DGKI; DGKQ; DGKZ,"1.00 * ATP [c] + 1.00 * diglyceride [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * phosphatidate(2-) [c]
DGKA; DGKB; DGKD; DGKE; DGKG; DGKH; DGKI; DGKQ; DGKZ",4.0,9
DALAt2r,D-alanine transport via proton symport,"Transport, extracellular",852,,SLC36A1,"1.00 * proton [e] + 1.00 * D-alanine [e] --> 1.00 * proton [c] + 1.00 * D-alanine [c]
SLC36A1",2.0,1
DASCBR,dehydroascorbate reductase,Vitamin C metabolism,857,1.6.5.4,GLRX; GLRX2,"1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * dehydroascorbide(1-) [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * L-ascorbate [c]
GLRX; GLRX2",4.0,2
DCIm,dodecenoyl-Coenzyme A delta isomerase,Fatty acid oxidation,860,5.3.3.8,ECI1; ECI3,"1.00 * trans-Dodec-2-enoyl-CoA [m] --> 1.00 * cis-dodec-3-enoyl-CoA(4-) [m]
ECI1; ECI3",2.0,2
DCMPDA,dCMP deaminase,Pyrimidine catabolism,864,3.5.4.12,DCTD,"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * dCMP [c] --> 1.00 * Ammonium [c] + 1.00 * dUMP [c]
DCTD",2.0,1
DCSPTN1CPT1,carnitine O-palmitoyltransferase,Fatty acid oxidation,866,2.3.1.21,CPT1A; CPT1B; CPT1C,"1.00 * L-Carnitine [c] + 1.00 * docosa-4,7,10,13,16-pentaenoyl coenzyme A [c] --> 1.00 * Coenzyme A [c] + 1.00 * docosa-4,7,10,13,16-pentaenoyl carnitine [c]
CPT1A; CPT1B; CPT1C",4.0,3
DCSPTN1CPT2,carnitine transferase,Fatty acid oxidation,867,,CPT2,"1.00 * Coenzyme A [m] + 1.00 * docosa-4,7,10,13,16-pentaenoyl carnitine [m] --> 1.00 * L-Carnitine [m] + 1.00 * docosa-4,7,10,13,16-pentaenoyl coenzyme A [m]
CPT2",4.0,1
DCSPTN1CRNt,transport into the mitochondria (carnitine),Fatty acid oxidation,868,,SLC25A20,"1.00 * docosa-4,7,10,13,16-pentaenoyl carnitine [c] --> 1.00 * docosa-4,7,10,13,16-pentaenoyl carnitine [m]
SLC25A20",4.0,1
DCT,Dopachrome tautomerase,Tyrosine metabolism,870,5.3.3.12,DCT,"1.00 * L-dopachromate [c] --> 1.00 * 5,6-dihydroxyindole-2-carboxylate [c]
DCT",4.0,1
DCYTD,deoxycytidine deaminase,Pyrimidine catabolism,872,3.5.4.14,AICDA; CDA,"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * Deoxycytidine [c] --> 1.00 * Ammonium [c] + 1.00 * Deoxyuridine [c]
AICDA; CDA",2.0,2
DCYTt,deoxycytidine transport via diffusion,"Transport, extracellular",874,,SLC29A2,"1.00 * Deoxycytidine [e] --> 1.00 * Deoxycytidine [c]
SLC29A2",2.0,1
DEBRISOQUINEt,debrisoquine uniport,"Transport, extracellular",876,,SLC22A2,"1.00 * debrisoquine [e] --> 1.00 * debrisoquine [c]
SLC22A2",4.0,1
DESAT16_2,palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA),Fatty acid synthesis,884,1.14.19.1,SCD4,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * Palmitoyl-CoA (n-C16:0CoA) [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * Hexadecenoyl-CoA (n-C16:1CoA) [c]
SCD4",4.0,1
DESAT18_10,fatty acyl-CoA desaturase (n-C18:2CoA -> n-C18:3CoA),Fatty acid synthesis,885,1.14.19.1,FADS2,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * alpha-Linolenoyl-CoA [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * stearidonyl coenzyme A [c]
FADS2",4.0,1
DESAT18_3,stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA),Fatty acid synthesis,886,1.14.19.1,SCD4,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * Octadecenoyl-CoA (n-C18:1CoA) [c]
SCD4",4.0,1
DESAT18_4,stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA),Fatty acid synthesis,887,1.14.19.1,SCD4,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * vaccenyl coenzyme A [c]
SCD4",4.0,1
DESAT18_5,stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA),Fatty acid synthesis,888,1.14.19.1,SCD4,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * trans-Octadec-2-enoyl-CoA [c]
SCD4",4.0,1
DESAT18_6,fatty acyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA),Fatty acid synthesis,889,1.14.99.25,FADS2,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * Octadecenoyl-CoA (n-C18:1CoA) [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * linoelaidyl coenzyme A [c]
FADS2",4.0,1
DESAT18_7,fatty acyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA),Fatty acid synthesis,890,1.14.19.1,FADS2,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * vaccenyl coenzyme A [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * linoelaidyl coenzyme A [c]
FADS2",4.0,1
DESAT18_8,fatty acyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA),Fatty acid synthesis,891,1.14.99.25,FADS2,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * trans-Octadec-2-enoyl-CoA [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * linoelaidyl coenzyme A [c]
FADS2",4.0,1
DESAT18_9,fatty acyl-CoA desaturase (n-C18:2CoA -> n-C18:3CoA),Fatty acid synthesis,892,1.14.99.25,FADS1; FADS2,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * linoleic coenzyme A [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * gamma-linolenoyl-CoA(4-) [c]
FADS1; FADS2",4.0,2
DESAT20_1,fatty acyl-CoA desaturase (n-C20:3CoA -> n-C20:4CoA),Fatty acid synthesis,893,1.14.19.1,FADS1,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * dihomo-gamma-linolenyl coenzyme A [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * arachidonoyl-CoA(4-) [c]
FADS1",4.0,1
DESAT20_2,fatty acyl-CoA desaturase (n-C20:4CoA -> n-C20:5CoA),Fatty acid synthesis,894,1.14.19.1,FADS1,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * eicosatetranoyl coenzyme A [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * timnodonyl coenzyme A [c]
FADS1",4.0,1
DESAT24_1,fatty acyl-CoA desaturase (n-C24:5CoA -> n-C24:6CoA),Fatty acid synthesis,897,1.14.99.25,FADS2,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * tetracosapentaenoyl coenzyme A, n-3 [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * tetracosahexaenoyl coenzyme A [c]
FADS2",4.0,1
DGAT,diacylglycerol acyltransferase,Triacylglycerol synthesis,898,,DGAT1; DGAT2,"1.00 * R total 3 Coenzyme A [c] + 1.00 * diglyceride [c] --> 1.00 * Coenzyme A [c] + 1.00 * triglyceride [c]
DGAT1; DGAT2",4.0,2
DGK1,deoxyguanylate kinase (dGMP:ATP),Nucleotide interconversion,901,,GUK1,"1.00 * ATP [c] + 1.00 * dGMP [c] --> 1.00 * ADP [c] + 1.00 * dGDP [c]
GUK1",4.0,1
DGNSKm,deoxyguanosine kinase,Nucleotide interconversion,903,2.7.1.113,DGUOK,"1.00 * ATP [m] + 1.00 * Deoxyguanosine [m] --> 1.00 * proton [m] + 1.00 * ADP [m] + 1.00 * dGMP [m]
DGUOK",4.0,1
DGSNt,deoyguanosine transport via diffusion,"Transport, extracellular",904,,SLC29A2,"1.00 * Deoxyguanosine [e] --> 1.00 * Deoxyguanosine [c]
SLC29A2",2.0,1
DHAAt1r,dehydroascorbate transport (uniport),"Transport, extracellular",908,,SLC2A1; SLC2A3; SLC2A4,"1.00 * dehydroascorbide(1-) [e] --> 1.00 * dehydroascorbide(1-) [c]
SLC2A1; SLC2A3; SLC2A4",4.0,3
DHAPA,dihydroxyacetone phosphate acyltransferase,Triacylglycerol synthesis,909,2.3.1.42,GNPAT,"1.00 * Dihydroxyacetone phosphate [c] + 1.00 * R total Coenzyme A [c] --> 1.00 * Coenzyme A [c] + 1.00 * acyl-dihydroxyacetone phosphate [c]
GNPAT",4.0,1
DHCRD1,dihydroceramide desaturase,Sphingolipid metabolism,917,,DEGS1; DEGS2,"1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * dihydroceramide [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * N-acylsphingosine [c]
DEGS1; DEGS2",4.0,2
DHCRD2,dihydroceramide desaturase,Sphingolipid metabolism,918,,DEGS1; DEGS2,"1.00 * dihydroceramide [c] + 1.00 * Flavin adenine dinucleotide oxidized [c] --> 1.00 * N-acylsphingosine [c] + 1.00 * Flavin adenine dinucleotide reduced [c]
DEGS1; DEGS2",4.0,2
DHDPBMTm,dihydroxydecaprenylbenzoate methyltransferase,Ubiquinone synthesis,919,2.1.1.114,COQ3,"1.00 * 3-Decaprenyl-4,5-dihdydroxybenzoate [m] + 1.00 * S-Adenosyl-L-methionine [m] --> 1.00 * proton [m] + 1.00 * S-Adenosyl-L-homocysteine [m] + 1.00 * 3-Decaprenyl-4-hydroxy-5-methoxybenzoate [m]
COQ3",4.0,1
DHEASt,dehydroepiandrosterone sulfate transport via bicarbonate countertransport,"Transport, extracellular",920,,SLCO1A1; SLCO1B2; SLCO2B1,"1.00 * Bicarbonate [c] + 1.00 * 3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * 3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-) [c]
SLCO1A1; SLCO1B2; SLCO2B1",4.0,3
DHEASULT,Dehydroepiandrosterone sulfotransferase,Steroid metabolism,922,2.8.2.2,SULT1A1; SULT1E1; SULT2A1,"1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c] + 1.00 * 3beta-hydroxyandrost-5-en-17-one [c] --> 1.00 * proton [c] + 1.00 * adenosine 3',5'-bismonophosphate(4-) [c] + 1.00 * 3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-) [c]
SULT1A1; SULT1E1; SULT2A1",4.0,3
DHFR,dihydrofolate reductase,Folate metabolism,924,1.5.1.3,DHFR,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 7,8-Dihydrofolate [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 5,6,7,8-Tetrahydrofolate [c]
DHFR",2.0,1
DHORD9,dihydoorotic acid dehydrogenase (quinone10),Pyrimidine synthesis,927,1.3.3.1,DHODH,"1.00 * ubiquinone-10 [m] + 1.00 * (S)-dihydroorotate [c] --> 1.00 * Ubiquinol-10 [m] + 1.00 * Orotate [c]
DHODH",4.0,1
DHORTS,dihydroorotase,Pyrimidine synthesis,928,3.5.2.3,CAD,"1.00 * Water [c] + 1.00 * (S)-dihydroorotate [c] --> 1.00 * proton [c] + 1.00 * N-Carbamoyl-L-aspartate [c]
CAD",4.0,1
DHPM1,"dihydropyrimidinase (5,6-dihydrouracil)",Pyrimidine catabolism,929,3.5.2.2,DPYS; DPYSL2; DPYSL3,"1.00 * Water [c] + 1.00 * 5,6-dihydrouracil [c] --> 1.00 * proton [c] + 1.00 * N-carbamoyl-beta-alaninate [c]
DPYS; DPYSL2; DPYSL3",4.0,3
DHPM2,dihydropyrimidinase (dihydrothymine),Pyrimidine catabolism,930,3.5.2.2,DPYS,"1.00 * Water [c] + 1.00 * 5,6-dihydrothymine [c] --> 1.00 * proton [c] + 1.00 * 3-Ureidoisobutyrate [c]
DPYS",2.0,1
DHPR,"6,7-dihydropteridine reductase",Tetrahydrobiopterin metabolism,931,1.6.99.7,QDPR,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 6,7-dihydrobiopterin [c] --> 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 5,6,7,8-tetrahydrobiopterin [c]
QDPR",4.0,1
DINt,deoxyinosine transport via diffusion,"Transport, extracellular",938,,SLC29A2,"1.00 * Deoxyinosine [e] --> 1.00 * Deoxyinosine [c]
SLC29A2",2.0,1
