metabolite_id,metabolite_no_compartment,compartment,metabolite_name,degree,kegg_id,hmdb_id
cspg_a[e],cspg_a,[e],chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan,3,NA,NA
cspg_b[e],cspg_b,[e],chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan,3,NA,NA
cspg_c[e],cspg_c,[e],chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan,3,NA,NA
cspg_d[e],cspg_d,[e],chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan,3,NA,NA
cspg_e[g],cspg_e,[g],"chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan",3,NA,NA
cspg_e[e],cspg_e,[e],"chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan",3,NA,NA
cyan[c],cyan,[c],hydrogen cyanide,3,C01326,HMDB02084
cmp[m],cmp,[m],CMP,3,C00055,HMDB00095
nh4[n],nh4,[n],Ammonium,3,C00014,HMDB00051
3aib_D[m],3aib_D,[m],D-3-Amino-isobutanoate,3,C01205,HMDB02299
dcyt[n],dcyt,[n],Deoxycytidine,3,C00881,HMDB00014
56dihindlcrbxlt[c],56dihindlcrbxlt,[c],"5,6-dihydroxyindole-2-carboxylate",3,C04185,HMDB01253
dcyt[e],dcyt,[e],Deoxycytidine,3,C00881,HMDB00014
4h2oglt[m],4h2oglt,[m],4-hydroxy-2-oxoglutarate(2-),3,C01127,HMDB02070
dolichol_L[c],dolichol_L,[c],"Dolichol, human liver homolog",3,NA,NA
dolichol_U[c],dolichol_U,[c],"Dolichol, human uterine homolog",3,NA,NA
dgmp[m],dgmp,[m],dGMP,3,C00362,HMDB01044
dgsn[e],dgsn,[e],Deoxyguanosine,3,C00330,HMDB00085
dhdascb[e],dhdascb,[e],dehydroascorbide(1-),3,C00425,HMDB01264
dhap[x],dhap,[x],Dihydroxyacetone phosphate,3,C00111,HMDB01473
dhcholestanate[m],dhcholestanate,[m],"3alpha,7alpha-Dihydroxy-5beta-cholestanate",3,C04554,HMDB00359
dhcholestanate[x],dhcholestanate,[x],"3alpha,7alpha-Dihydroxy-5beta-cholestanate",3,C04554,HMDB00359
dsmsterol[r],dsmsterol,[r],desmosterol,3,C01802,HMDB02719
56dura[c],56dura,[c],"5,6-dihydrouracil",3,C00429,HMDB00076
digalside_hs[c],digalside_hs,[c],Digalactosylceramide,3,C06126,NA
digalside_hs[g],digalside_hs,[g],Digalactosylceramide,3,C06126,NA
ditp[c],ditp,[c],dITP(4-),3,C01345,HMDB03537
2kmb[c],2kmb,[c],2-keto-4-methylthiobutyrate,3,C01180,HMDB01553
lac_D[m],lac_D,[m],(R)-lactate,3,C00256,HMDB01311
dlnlcg[e],dlnlcg,[e],dihomo-gamma-linolenic acid (n-6),3,C03242,HMDB02925
ethamp[r],ethamp,[r],O-phosphonatoethanaminium(1-),3,C00346,HMDB00224
Ser_Thr[l],Ser_Thr,[l],protein-linked serine or threonine residue (O-glycosylation site),3,NA,NA
sprm[e],sprm,[e],spermine(4+),3,C00750,HMDB01256
dmpp[c],dmpp,[c],Dimethylallyl diphosphate,3,C00235,HMDB01120
sarcs[m],sarcs,[m],Sarcosine,3,C00213,HMDB00271
dmhptcrn[c],dmhptcrn,[c],"2,6 dimethylheptanoyl carnitine",3,NA,HMDB06320
dmnoncrn[c],dmnoncrn,[c],"4,8-dimethylnonanoyl carnitine",3,NA,HMDB06202
dmnoncoa[m],dmnoncoa,[m],"4,8 dimethylnonanoyl-CoA",3,NA,HMDB11604
2c23dh56dhoxin[c],2c23dh56dhoxin,[c],"2-Carboxy-2,3-dihydro-5,6-dihydroxyindole",3,C05604,HMDB04067
2dr5p[c],2dr5p,[c],2-deoxy-D-ribose 5-phosphate(2-),3,C00673,HMDB01031
duri[m],duri,[m],Deoxyuridine,3,C00526,HMDB00012
duri[e],duri,[e],Deoxyuridine,3,C00526,HMDB00012
dutp[n],dutp,[n],dUTP,3,C00460,HMDB01191
elaid[e],elaid,[e],elaidate,3,C00712,HMDB00573
elaid[c],elaid,[c],elaidate,3,C00712,HMDB00573
2pg[c],2pg,[c],D-Glycerate 2-phosphate,3,C00631,HMDB03391
estradiolglc[e],estradiolglc,[e],17beta-estradiol 3-glucosiduronic acid,3,C05503,HMDB06224
estradiolglc[c],estradiolglc,[c],17beta-estradiol 3-glucosiduronic acid,3,C05503,HMDB06224
10fthf5glu[e],10fthf5glu,[e],10-formyltetrahydrofolate-[Glu](5),3,NA,NA
10fthf6glu[e],10fthf6glu,[e],10-formyltetrahydrofolate-[Glu](6),3,NA,NA
11_cis_retfa[e],11_cis_retfa,[e],fatty acid 11-cis-retinol,3,NA,NA
5dhf[e],5dhf,[e],pentaglutamyl folate (DHF),3,NA,HMDB06487
5thf[e],5thf,[e],pentaglutamyl folate (THF),3,NA,NA
6dhf[e],6dhf,[e],hexaglutamyl folate (DHF),3,NA,HMDB06563
6thf[e],6thf,[e],hexaglutamyl folate  (THF),3,NA,HMDB06563
9_cis_retfa[e],9_cis_retfa,[e],fatty acid 9-cis-retinol,3,NA,NA
fuc_L[e],fuc_L,[e],L-fucose,3,C01019,HMDB00174
gdp[e],gdp,[e],GDP,3,C00035,HMDB01201
gluala[e],gluala,[e],5-L-Glutamyl-L-alanine,3,C03740,HMDB06248
glygn5[e],glygn5,[e],"glycogen, structure 5 (glycogenin-2[1,4-Glc])",3,NA,NA
gmp[e],gmp,[e],GMP,3,C00144,HMDB01397
ha[e],ha,[e],hyaluronan,3,NA,NA
ha_pre1[e],ha_pre1,[e],"hyaluronan biosynthesis, precursor 1",3,C04794,NA
hdcea[e],hdcea,[e],Hexadecenoate (n-C16:1),3,C08362,HMDB03229
hspg[e],hspg,[e],heparan sulfate proteoglycan,3,NA,NA
idp[e],idp,[e],IDP(3-),3,C00104,HMDB03335
ksii_core2[e],ksii_core2,[e],keratan sulfate II (core 2-linked),3,NA,NA
ksii_core4[e],ksii_core4,[e],keratan sulfate II (core 4-linked),3,NA,NA
lnlnca[e],lnlnca,[e],alpha-linolenate,3,C06427,HMDB01388
lnlncg[e],lnlncg,[e],gamma-linolenate,3,C06426,HMDB03073
malttr[e],malttr,[e],maltotriose,3,C01835,HMDB01262
man[e],man,[e],D-Mannose,3,C00159,HMDB00169
n2m2nmasn[e],n2m2nmasn,[e],"N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R",3,C04946,NA
no[e],no,[e],Nitric oxide,3,C00533,HMDB03378
nrvnc[e],nrvnc,[e],nervonate,3,C08323,HMDB02368
o2s[e],o2s,[e],superoxide,3,C00704,HMDB02168
paf_hs[e],paf_hs,[e],1-alkyl 2-acteylglycerol 3-phosphocholine,3,NA,NA
pglyc_hs[e],pglyc_hs,[e],phosphatidylglycerol(1-),3,NA,NA
pheme[e],pheme,[e],Protoheme,3,C00032,HMDB03178
phyQ[e],phyQ,[e],phylloquinone,3,C02059,HMDB03555
pro_D[e],pro_D,[e],D-proline,3,C00763,HMDB03411
ps_hs[e],ps_hs,[e],phosphatidylserine,3,NA,NA
retfa[e],retfa,[e],fatty acid retinol,3,NA,NA
retinol[e],retinol,[e],retinol,3,C00473,HMDB00305
rib_D[e],rib_D,[e],D-ribose,3,C00121,HMDB00283
s2l2n2m2masn[e],s2l2n2m2masn,[e],de-Fuc form of PA6,3,NA,NA
ser_D[e],ser_D,[e],D-serine,3,C00740,HMDB03406
strdnc[e],strdnc,[e],"stearidonic acid C18:4, n-3",3,C16300,HMDB06547
tcynt[e],tcynt,[e],thiocyanate,3,C01755,HMDB01453
thf[e],thf,[e],"5,6,7,8-Tetrahydrofolate",3,C00101,HMDB01846
thm[e],thm,[e],Thiamin,3,C00378,HMDB00235
vacc[e],vacc,[e],trans-vaccenate,3,C08367,NA
vitd3[e],vitd3,[e],calciol,3,C05443,HMDB00876
f1a[l],f1a,[l],F1alpha,3,NA,NA
ddcaACP[c],ddcaACP,[c],Dodecanoyl-ACP (n-C12:0ACP),3,NA,NA
myrsACP[c],myrsACP,[c],Myristoyl-ACP (n-C14:0ACP),3,NA,NA
palmACP[c],palmACP,[c],Palmitoyl-ACP (n-C16:0ACP),3,NA,NA
lneldc[c],lneldc,[c],linoelaidic acid (all trans C18:2),3,NA,HMDB06270
pristcoa[c],pristcoa,[c],pristanoyl coa,3,NA,NA
phytcoa[c],phytcoa,[c],phytanoyl-CoA(4-),3,C02060,HMDB01359
nrvnc[c],nrvnc,[c],nervonate,3,C08323,HMDB02368
Sfglutth[c],Sfglutth,[c],S-formylglutathionate(1-),3,C01031,HMDB01550
hpdcacoa[m],hpdcacoa,[m],heptadecanoyl coa,3,NA,HMDB06497
lneldccoa[m],lneldccoa,[m],linoelaidyl coenzyme A,3,NA,NA
lnlncacoa[m],lnlncacoa,[m],alpha-Linolenoyl-CoA,3,C16162,HMDB06290
dcacoa[c],dcacoa,[c],Decanoyl-CoA (n-C10:0CoA),3,C05274,HMDB06404
ddcacoa[c],ddcacoa,[c],Dodecanoyl-CoA (n-C12:0CoA),3,C01832,HMDB03571
gcald[c],gcald,[c],glycolaldehyde,3,C00266,HMDB03344
fuc_L[c],fuc_L,[c],L-fucose,3,C01019,HMDB00174
Lfmkynr[c],Lfmkynr,[c],N-formyl-L-kynurenine,3,C02700,HMDB01200
for[n],for,[n],Formate,3,C00058,HMDB00142
frdp[x],frdp,[x],Farnesyl diphosphate,3,C00448,HMDB00961
ttc_ggdp[c],ttc_ggdp,[c],"trans,trans,cis-Geranylgeranyl diphosphate",3,C11356,NA
fuc_L[l],fuc_L,[l],L-fucose,3,C01019,HMDB00174
s2l2n2m2masn[l],s2l2n2m2masn,[l],de-Fuc form of PA6,3,NA,NA
tsul[m],tsul,[m],thiosulfate(2-),3,C05529,HMDB00257
tsul[c],tsul,[c],thiosulfate(2-),3,C05529,HMDB00257
acngal14acglcgalgluside_hs[g],acngal14acglcgalgluside_hs,[g],Sialyl-3-paragloboside,3,NA,NA
l2fn2m2masn[g],l2fn2m2masn,[g],"{[galactosyl-(1,4)-N-Acetyl-glucosaminyl-(1,2)-mannosyl-(1,3)-],[N-acetyl-glucosaminyl-(1,2)-mannosyl-(1,6)-]mannosyl-(1,4)-N-acetyl-glucosaminyl-(1,4)-[fucosyl-(1,6)]-N-acetyl-glucosaminyl}asparagine",3,NA,NA
g1m6masnB1[r],g1m6masnB1,[r],glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),3,NA,NA
g1m7masnB[r],g1m7masnB,[r],"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",3,NA,NA
g1m7masnC[r],g1m7masnC,[r],"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",3,NA,NA
g2m8masn[r],g2m8masn,[r],(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),3,C05874,NA
6pgl[r],6pgl,[r],"6-phospho-D-glucono-1,5-lactone",3,C01236,HMDB01127
gacpail_hs[r],gacpail_hs,[r],glucosaminyl-acylphosphatidylinositol,3,NA,NA
ksi_deg26[l],ksi_deg26,[l],"keratan sulfate I, degradation product 26",3,NA,NA
ksi_deg27[l],ksi_deg27,[l],"keratan sulfate I, degradation product 27",3,NA,NA
ksi_deg29[l],ksi_deg29,[l],"keratan sulfate I, degradation product 29",3,NA,NA
ksi_deg30[l],ksi_deg30,[l],"keratan sulfate I, degradation product 30",3,NA,NA
ksi_deg32[l],ksi_deg32,[l],"keratan sulfate I, degradation product 32",3,NA,NA
ksi_deg33[l],ksi_deg33,[l],"keratan sulfate I, degradation product 33",3,NA,NA
ksi_deg35[l],ksi_deg35,[l],"keratan sulfate I, degradation product 35",3,NA,NA
ksi_deg36[l],ksi_deg36,[l],"keratan sulfate I, degradation product 36",3,NA,NA
ksi_deg38[l],ksi_deg38,[l],"keratan sulfate I, degradation product 38",3,NA,NA
ksii_core2_deg3[l],ksii_core2_deg3,[l],"keratan sulfate II (core 2-linked), degradation product 3",3,NA,NA
ksii_core2_deg6[l],ksii_core2_deg6,[l],"keratan sulfate II (core 2-linked), degradation product 6",3,NA,NA
ksii_core2_deg8[l],ksii_core2_deg8,[l],"keratan sulfate II (core 2-linked), degradation product 8",3,NA,NA
ksii_core4_deg3[l],ksii_core4_deg3,[l],"keratan sulfate II (core 4-linked), degradation product 3",3,NA,NA
ksi_deg6[l],ksi_deg6,[l],"keratan sulfate I, degradation product 6",3,NA,NA
ksi_deg8[l],ksi_deg8,[l],"keratan sulfate I, degradation product 8",3,NA,NA
ksi_deg9[l],ksi_deg9,[l],"keratan sulfate I, degradation product 9",3,NA,NA
ksi_deg11[l],ksi_deg11,[l],"keratan sulfate I, degradation product 11",3,NA,NA
ksi_deg12[l],ksi_deg12,[l],"keratan sulfate I, degradation product 12",3,NA,NA
ksi_deg14[l],ksi_deg14,[l],"keratan sulfate I, degradation product 14",3,NA,NA
ksi_deg15[l],ksi_deg15,[l],"keratan sulfate I, degradation product 15",3,NA,NA
ksi_deg17[l],ksi_deg17,[l],"keratan sulfate I, degradation product 17",3,NA,NA
ksi_deg18[l],ksi_deg18,[l],"keratan sulfate I, degradation product 18",3,NA,NA
ksi_deg20[l],ksi_deg20,[l],"keratan sulfate I, degradation product 20",3,NA,NA
ksi_deg21[l],ksi_deg21,[l],"keratan sulfate I, degradation product 21",3,NA,NA
ksi_deg23[l],ksi_deg23,[l],"keratan sulfate I, degradation product 23",3,NA,NA
ksi_deg24[l],ksi_deg24,[l],"keratan sulfate I, degradation product 24",3,NA,NA
gm3_hs[g],gm3_hs,[g],alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide(1-),3,NA,NA
gt3_hs[g],gt3_hs,[g],GT3,3,NA,NA
gal1p[c],gal1p,[c],"(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl phosphate",3,C00446,HMDB00645
cs_hs_linkage[g],cs_hs_linkage,[g],chondroitin sulfate/heparan sulfate linkage region (GlcA-(Gal)2-Xyl-L-Ser (protein)),3,NA,NA
cs_pre[g],cs_pre,[g],chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein)),3,C04893,NA
cs_a_b_pre3[g],cs_a_b_pre3,[g],"chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3",3,NA,NA
cs_e_pre4[g],cs_e_pre4,[g],"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4",3,NA,NA
oagd3_hs[c],oagd3_hs,[c],9-O-Acetylated GD3,3,NA,NA
oagt3_hs[c],oagt3_hs,[c],9-O-Acetylated GT3,3,NA,NA
gbside_hs[l],gbside_hs,[l],globoside,3,NA,NA
gmp[g],gmp,[g],GMP,3,C00144,HMDB01397
gdpddman[c],gdpddman,[c],GDP-4-dehydro-6-deoxy-alpha-D-mannose(2-),3,C01222,HMDB01346
glac[c],glac,[c],"D-glucurono-6,3-lactone",3,C02670,HMDB06355
cs_a_deg2[l],cs_a_deg2,[l],"chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2",3,NA,NA
cs_a_deg3[l],cs_a_deg3,[l],"chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3",3,NA,NA
cs_c_deg2[l],cs_c_deg2,[l],"chondroitin sulfate C (GalNAc6S-GlcA), degradation product 2",3,NA,NA
cs_c_deg3[l],cs_c_deg3,[l],"chondroitin sulfate C (GalNAc6S-GlcA), degradation product 3",3,NA,NA
cs_d_deg4[l],cs_d_deg4,[l],"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 4",3,NA,NA
cs_e_deg3[l],cs_e_deg3,[l],"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 3",3,NA,NA
cs_e_deg4[l],cs_e_deg4,[l],"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4",3,NA,NA
cs_a_b_e_pre1[g],cs_a_b_e_pre1,[g],"chondroitin sulfate A (GalNAc4S-GlcA), B (IdoA2S-GalNAc4S), and E (GalNAc4,6diS-GlcA), precursor 1",3,NA,NA
cs_e_pre2[g],cs_e_pre2,[g],"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2",3,NA,NA
glcur[r],glcur,[r],D-glucuronate,3,C00191,HMDB00127
dxtrn[c],dxtrn,[c],"phosphorylase-limit dextrin (glycogenin-1,6{4[1,4-Glc], 4[1,4-Glc]})",3,NA,NA
guln[r],guln,[r],L-gulonate,3,C00800,HMDB03290
glucys[c],glucys,[c],gamma-L-Glutamyl-L-cysteine,3,C00669,HMDB01049
glyc[m],glyc,[m],Glycerol,3,C00116,HMDB00131
lgt_S[c],lgt_S,[c],(R)-S-lactoylglutathionate(1-),3,C03451,HMDB01066
ru5p_D[r],ru5p_D,[r],D-ribulose 5-phosphate(2-),3,C00199,HMDB00618
gq1balpha_hs[g],gq1balpha_hs,[g],GQ1balpha,3,NA,NA
gthox[m],gthox,[m],Oxidized glutathione,3,C00127,HMDB03337
ahdt[c],ahdt,[c],"7,8-dihydroneopterin 3'-triphosphate(4-)",3,C04895,HMDB00980
ahdt[n],ahdt,[n],"7,8-dihydroneopterin 3'-triphosphate(4-)",3,C04895,HMDB00980
guln[c],guln,[c],L-gulonate,3,C00800,HMDB03290
emgacpail_hs[r],emgacpail_hs,[r],phosphoethanolaminyl-mannosyl-glucosylaminyl-acylphosphatidylinositol (H5),3,NA,NA
em3gacpail_hs[r],em3gacpail_hs,[r],phosphoethanolaminyl-trimannosyl-glucosaminyl-acylphosphatidylinositol (H6'),3,NA,NA
m3emgacpail_hs[r],m3emgacpail_hs,[r],"(trimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (M4C)",3,NA,NA
urcan[c],urcan,[c],Urocanate,3,C00785,HMDB00301
hmgcoa[x],hmgcoa,[x],Hydroxymethylglutaryl-CoA,3,C00356,HMDB01375
cholcoaone[x],cholcoaone,[x],"3alpha,7alpha,12alpha-trihydroxy-24-oxo-5beta-cholestan-26-oyl-CoA(4-)",3,C05467,HMDB06891
eandrstrn[r],eandrstrn,[r],16alpha-hydroxydehydroepiandrosterone,3,C05139,HMDB00352
prgstrn[r],prgstrn,[r],progesterone,3,C00410,HMDB01830
17ahprgnlone[c],17ahprgnlone,[c],17alpha-hydroxypregnenolone,3,C05138,HMDB00363
xol7a[r],xol7a,[r],20-hydroxycholesterol,3,C05500,NA
icit[x],icit,[x],Isocitrate,3,C00311,HMDB00193
3ityr_L[c],3ityr_L,[c],3-iodo-L-tyrosine,3,C02515,HMDB00021
iodine[c],iodine,[c],Iodine,3,C01382,HMDB00675
35diotyr[c],35diotyr,[c],"3,5-diiodo-L-tyrosine",3,C01060,HMDB03474
xylu_D[c],xylu_D,[c],D-xylulose,3,C00310,HMDB01644
limnen[c],limnen,[c],limonene,3,C00521,HMDB03375
cs_e_deg7[l],cs_e_deg7,[l],"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 7",3,NA,NA
lanost[c],lanost,[c],lanosterol,3,C01724,HMDB01251
lanost[r],lanost,[r],lanosterol,3,C01724,HMDB01251
11_cis_retfa[c],11_cis_retfa,[c],fatty acid 11-cis-retinol,3,NA,NA
9_cis_retfa[c],9_cis_retfa,[c],fatty acid 9-cis-retinol,3,NA,NA
trypta[c],trypta,[c],tryptaminium,3,C00398,HMDB00303
m7masnB[g],m7masnB,[g],"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",3,NA,NA
m8masn[r],m8masn,[r],(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),3,C05876,NA
m8masn[g],m8masn,[g],(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),3,C05876,NA
malt[c],malt,[c],Maltose,3,C00208,HMDB00163
fna5moxam[c],fna5moxam,[c],Formyl-N-acetyl-5-methoxykynurenamine,3,C05642,HMDB04259
minohp[c],minohp,[c],myo-inositol hexakisphosphate(12-),3,C01204,HMDB03502
mi34p[c],mi34p,[c],"1D-myo-Inositol 3,4-bisphosphate",3,C04063,HMDB06235
mi145p[n],mi145p,[n],"1D-myo-inositol 1,4,5-trisphosphate(6-)",3,C01245,HMDB01498
mi145p[c],mi145p,[c],"1D-myo-inositol 1,4,5-trisphosphate(6-)",3,C01245,HMDB01498
m5masnC[g],m5masnC,[g],(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),3,NA,NA
mmcoa_R[m],mmcoa_R,[m],(R)-methylmalonyl-CoA(5-),3,C00683,HMDB01269
cs_b_deg2[l],cs_b_deg2,[l],"chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 2",3,NA,NA
cs_d_deg2[l],cs_d_deg2,[l],"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 2",3,NA,NA
cs_d_deg6[l],cs_d_deg6,[l],"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 6",3,NA,NA
pi[g],pi,[g],hydrogenphosphate,3,C00009,HMDB00973
nicrns[c],nicrns,[c],Nicotinate D-ribonucleoside,3,C05841,HMDB06809
nwharg[c],nwharg,[c],N-(omega)-Hydroxyarginine,3,C05933,HMDB04224
xtsn[c],xtsn,[c],xanthosine,3,C01762,HMDB00299
thymd[m],thymd,[m],Thymidine,3,C00214,HMDB00273
o2s[m],o2s,[m],superoxide,3,C00704,HMDB02168
oretn[c],oretn,[c],4-oxo-retinoic acid,3,C16678,HMDB06285
13_cis_oretn[c],13_cis_oretn,[c],13-cis-oxo-retinoic acid,3,NA,NA
xol27oh[r],xol27oh,[r],26-hydroxycholesterol,3,C15610,HMDB02103
pac[c],pac,[c],phenylacetate,3,C07086,HMDB00209
paf_hs[c],paf_hs,[c],1-alkyl 2-acteylglycerol 3-phosphocholine,3,NA,NA
am6sa[c],am6sa,[c],2-aminomuconate 6-semialdehyde(1-),3,C03824,HMDB01280
pacald[c],pacald,[c],phenylacetaldehyde,3,C00601,HMDB06236
prostgi2[r],prostgi2,[r],prostaglandin I2(1-),3,C01312,HMDB01335
pail35p_hs[c],pail35p_hs,[c],"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)",3,NA,NA
pail35p_hs[r],pail35p_hs,[r],"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)",3,NA,NA
4ppan[c],4ppan,[c],D-4'-Phosphopantothenate,3,C03492,HMDB01016
pppi[c],pppi,[c],triphosphate(5-),3,C00536,HMDB03379
prpncoa[m],prpncoa,[m],acryloyl-CoA(4-),3,C00894,HMDB02307
pro_D[c],pro_D,[c],D-proline,3,C00763,HMDB03411
6pthp[c],6pthp,[c],"6-pyruvoyl-5,6,7,8-tetrahydropterin",3,C03684,HMDB01195
13_cis_retnglc[c],13_cis_retnglc,[c],13-cis-retinoyl glucuronide,3,C11061,HMDB03141
saccrp_L[m],saccrp_L,[m],L-saccharopinate(1-),3,C00449,HMDB00279
sph1p[r],sph1p,[r],"(2S,3R)-2-azaniumyl-3-hydroxyoctadecyl phosphate",3,C01120,HMDB01383
sphs1p[r],sphs1p,[r],sphingosine 1-phosphate(1-),3,C06124,HMDB00277
selcys[c],selcys,[c],selenocysteine,3,C05688,HMDB03288
seln[c],seln,[c],Selenide,3,C01528,HMDB11110
spc_hs[c],spc_hs,[c],sphingosylphosphorylcholine,3,C03640,HMDB06482
xolest_hs[c],xolest_hs,[c],cholesterol ester,3,NA,NA
sql[r],sql,[r],squalene,3,C00751,HMDB00256
gm1b_hs[g],gm1b_hs,[g],GM1b,3,NA,NA
gt1b_hs[g],gt1b_hs,[g],GT1b,3,NA,NA
gq1c_hs[g],gq1c_hs,[g],GQ1c,3,NA,NA
e4p[c],e4p,[c],D-Erythrose 4-phosphate,3,C00279,HMDB01321
tcynt[m],tcynt,[m],thiocyanate,3,C01755,HMDB01453
tdchola[x],tdchola,[x],taurochenodeoxycholate,3,C05465,HMDB00951
thcholstoic[x],thcholstoic,[x],"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate",3,C04722,HMDB03873
thmtp[c],thmtp,[c],thiamine(1+) triphosphate(4-),3,C03028,HMDB01512
txa2[r],txa2,[r],thromboxane A2(1-),3,C02198,HMDB01452
udpg[r],udpg,[r],UDPglucose,3,C00029,HMDB00286
urate[x],urate,[x],Urate,3,C00366,HMDB00289
vitd3[m],vitd3,[m],calciol,3,C05443,HMDB00876
thcholstoic[r],thcholstoic,[r],"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate",3,C04722,HMDB03873
xolest2_hs[c],xolest2_hs,[c],cholesterol ester,3,NA,NA
fad[e],fad,[e],Flavin adenine dinucleotide oxidized,3,C00016,HMDB01248
orot[e],orot,[e],Orotate,3,C00295,HMDB00226
ptrc[e],ptrc,[e],Putrescine,3,C00134,HMDB01414
HC00617[c],HC00617,[c],Ferricytochrome b5,3,NA,NA
HC00619[c],HC00619,[c],Ferrocytochrome b5,3,C00999,NA
HC01434[m],HC01434,[m],oxalatosuccinate(3-),3,C05379,HMDB03974
cdp[e],cdp,[e],CDP,3,C00112,HMDB01546
lac_L[x],lac_L,[x],(S)-lactate,3,C00186,HMDB00190
glyc3p[x],glyc3p,[x],Glycerol 3-phosphate,3,C00093,HMDB00126
HC01162[c],HC01162,[c],"(2R,4S,5R,6R)-2-[({[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphinato)oxy]-4-hydroxy-5-(2-hydroxyacetamido)-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylate",3,C03691,NA
HC00695[m],HC00695,[m],S-Succinyldihydrolipoamide,3,C01169,HMDB01177
2mpdhl[m],2mpdhl,[m],S-(2-Methylpropanoyl)-dihydrolipoamide,3,C04424,HMDB06868
HC00361[c],HC00361,[c],"sedoheptulose 1,7-bisphosphate(4-)",3,C00447,NA
HC10855[c],HC10855,[c],linoleic-Carnitine,3,NA,NA
HC10852[r],HC10852,[r],palmitoleyl-CoA(4-),3,NA,NA
HC10854[c],HC10854,[c],palmitoleoyl-Carnitine,3,NA,NA
dtdp[e],dtdp,[e],dTDP,3,C00363,HMDB01274
cholate[r],cholate,[r],Cholate,3,C00695,HMDB00619
HC01231[c],HC01231,[c],N-[(R)-pantothenoyl]-L-cysteinate,3,C04079,HMDB06834
L2aadp6sa[c],L2aadp6sa,[c],L-allysine,3,C04076,HMDB01263
HC01415[m],HC01415,[m],(2E)-Octenoyl-CoA,3,C05276,HMDB03949
HC00955[e],HC00955,[e],L-3-Cyanoalanine,3,C02512,NA
HC01412[m],HC01412,[m],trans-tetradec-2-enoyl-CoA(4-),3,NA,NA
HC01409[m],HC01409,[m],Hexanoyl-CoA,3,C05270,HMDB02845
HC01410[m],HC01410,[m],(2E)-Hexenoyl-CoA,3,C05271,HMDB03944
xoltetrol[c],xoltetrol,[c],"5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol",3,C05446,HMDB01231
HC00001[c],HC00001,[c],Albumin,3,NA,NA
HC00001[e],HC00001,[e],Albumin,3,NA,NA
HC00002[c],HC00002,[c],Antichymotrypsin,3,NA,NA
HC00002[e],HC00002,[e],Antichymotrypsin,3,NA,NA
