reaction_no_direction,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
GALGT3,"Beta-1,4 N-acetylgalactosaminyltransferase","1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * GD3 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * GD2 [g]
B4GALNT1",B4GALNT1,Sphingolipid metabolism,2.4.1.92,4
GALGT4,"Beta-1,4 N-acetylgalactosaminyltransferase","1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * GT3 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * GT2 [g]
B4GALNT1",B4GALNT1,Sphingolipid metabolism,2.4.1.92,4
GALK,galactokinase,"1.00 * ATP [c] + 1.00 * D-Galactose [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * (2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl phosphate [c]
GALK1; GALK2",GALK1; GALK2,Galactose metabolism,2.7.1.6,0
GALNACT1g,"UDPGal-chondroitin acetylgalactosaminyltransferase I, Golgi","1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * chondroitin sulfate/heparan sulfate linkage region (GlcA-(Gal)2-Xyl-L-Ser (protein)) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein)) [g]
CSGALNACT1; CSGALNACT2",CSGALNACT1; CSGALNACT2,Chondroitin synthesis,2.4.1.174,4
GALNACT2g,"uridine diphosphoacetylgalactosamine-chondroitin acetylgalactosaminyltransferase II, Golgi","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3 [g]
CHPF; CHSY1; CHSY3; CSGALNACT1; CSGALNACT2",CHPF; CHSY1; CHSY3; CSGALNACT1; CSGALNACT2,Chondroitin synthesis,2.4.1.175,4
GALNACT3g,"uridine diphosphoacetylgalactosamine-chondroitin acetylgalactosaminyltransferase II, Golgi","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * chondroitin sulfate C (GalNAc6S-GlcA), precursor 2 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * chondroitin sulfate C (GalNAc6S-GlcA), precursor 3 [g]
CHPF; CHSY1; CHSY3; CSGALNACT1; CSGALNACT2",CHPF; CHSY1; CHSY3; CSGALNACT1; CSGALNACT2,Chondroitin synthesis,2.4.1.175,4
GALNACT4g,"uridine diphosphoacetylgalactosamine-chondroitin acetylgalactosaminyltransferase II, Golgi","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 3 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4 [g]
CHPF; CHSY1; CHSY3; CSGALNACT1; CSGALNACT2",CHPF; CHSY1; CHSY3; CSGALNACT1; CSGALNACT2,Chondroitin synthesis,2.4.1.175,4
GALNACT5g,"uridine diphosphoacetylgalactosamine-chondroitin acetylgalactosaminyltransferase II, Golgi","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4 [g]
CHPF; CHSY1; CHSY3; CSGALNACT1; CSGALNACT2",CHPF; CHSY1; CHSY3; CSGALNACT1; CSGALNACT2,Chondroitin synthesis,2.4.1.175,4
GALNTg,"GalNAc transferase, Golgi apparatus","1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * protein-linked serine or threonine residue (O-glycosylation site) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Tn antigen [g]
GALNT1; GALNT10; GALNT11; GALNT12; GALNT13; GALNT14; GALNT15; GALNT2; GALNT3; GALNT4; GALNT5; GALNT6; GALNT7; GALNT9",GALNT1; GALNT10; GALNT11; GALNT12; GALNT13; GALNT14; GALNT15; GALNT2; GALNT3; GALNT4; GALNT5; GALNT6; GALNT7; GALNT9,O-glycan synthesis,2.4.1.41,0
GALOR,D-Galactose:NADP+ 1-oxidoreductase,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * D-Galactose [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * galactitol [c]
AKR1A1; AKR1B3",AKR1A1; AKR1B3,Galactose metabolism,1.1.1.21,2
GALSIDEtg,galactocerebroside intracellular transport,"1.00 * D-galactosyl-N-acylsphingosine [c] --> 1.00 * D-galactosyl-N-acylsphingosine [g]
No genes",NA,"Transport, golgi apparatus",N/A,1
GALSIDEtl,galactocerebroside intracellular transport,"1.00 * D-galactosyl-N-acylsphingosine [c] --> 1.00 * D-galactosyl-N-acylsphingosine [l]
No genes",NA,"Transport, lysosomal",N/A,1
GALT,galactose-1-phosphate uridylyltransferase,"1.00 * proton [c] + 1.00 * UTP [c] + 1.00 * (2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl phosphate [c] --> 1.00 * UDP-D-galactose(2-) [c] + 1.00 * Diphosphate [c]
GALT",GALT,Galactose metabolism,2.7.7.12,0
GALt1r,galactose transport (uniport),"1.00 * D-Galactose [e] --> 1.00 * D-Galactose [c]
SLC2A1; SLC2A10; SLC2A2; SLC2A3; SLC2A8",SLC2A1; SLC2A10; SLC2A2; SLC2A3; SLC2A8,"Transport, extracellular",N/A,4
GALt2_2,D-galactose transport  via proton symport,"2.00 * proton [e] + 1.00 * D-Galactose [e] --> 2.00 * proton [c] + 1.00 * D-Galactose [c]
SLC5A1",SLC5A1,"Transport, extracellular",N/A,4
GALT2g,"UDP-D-galactose:galactosylxylose galactosyltransferase, Golgi apparatus","1.00 * UDP-D-galactose(2-) [g] + 1.00 * Gal-Xyl-L-Ser (protein) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * (Gal)2-Xyl-L-Ser (protein) [g]
B3GALT6",B3GALT6,Chondroitin synthesis,2.4.1.134,4
GALt4,galactose transport via sodium symport,"1.00 * Sodium [e] + 1.00 * D-Galactose [e] --> 1.00 * Sodium [c] + 1.00 * D-Galactose [c]
SLC5A10; SLC5A2; SLC5A9",SLC5A10; SLC5A2; SLC5A9,"Transport, extracellular",N/A,4
GALTg,"UDP-D-galactose:D-xylose galactosyltransferase, Golgi apparatus","1.00 * UDP-D-galactose(2-) [g] + 1.00 * Xyl-L-Ser (protein) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Gal-Xyl-L-Ser (protein) [g]
B4GALT7",B4GALT7,Chondroitin synthesis,2.4.1.133,4
GALtly,galactose efflux from lysosome,"1.00 * D-Galactose [l] --> 1.00 * D-Galactose [c]
No genes",NA,"Transport, lysosomal",N/A,2
GALU,UTP-glucose-1-phosphate uridylyltransferase,"1.00 * proton [c] + 1.00 * D-Glucose 1-phosphate [c] + 1.00 * UTP [c] --> 1.00 * Diphosphate [c] + 1.00 * UDPglucose [c]
UGP2",UGP2,Galactose metabolism,2.7.7.9,0
GAMt1r,glucosamine transport (uniport),"1.00 * D-Glucosamine [e] --> 1.00 * D-Glucosamine [c]
SLC2A1; SLC2A2; SLC2A4",SLC2A1; SLC2A2; SLC2A4,"Transport, extracellular",N/A,4
GAMYe,"glucoamylase, extracellular (glygn5 -> malt)","1.00 * Water [e] + 1.00 * glycogen, structure 5 (glycogenin-2[1,4-Glc]) [e] --> 1.00 * Maltose [e] + 1.00 * Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis) [e]
MGAM",MGAM,Starch and sucrose metabolism,3.2.1.3,4
GAO1,Ganglioside O-acetylation,"1.00 * Acetyl-CoA [c] + 1.00 * GD3 [c] --> 1.00 * Coenzyme A [c] + 1.00 * 9-O-Acetylated GD3 [c]
SLC33A1",SLC33A1,Sphingolipid metabolism,N/A,4
GAO1g,Ganglioside O-acetylation,"1.00 * Acetyl-CoA [g] + 1.00 * GD3 [g] --> 1.00 * Coenzyme A [g] + 1.00 * 9-O-Acetylated GD3 [g]
SLC33A1",SLC33A1,Sphingolipid metabolism,N/A,4
GAO2,Ganglioside O-acetylation,"1.00 * Acetyl-CoA [c] + 1.00 * GT3 [c] --> 1.00 * Coenzyme A [c] + 1.00 * 9-O-Acetylated GT3 [c]
SLC33A1",SLC33A1,Sphingolipid metabolism,N/A,4
GAO2g,Ganglioside O-acetylation,"1.00 * Acetyl-CoA [g] + 1.00 * GT3 [g] --> 1.00 * Coenzyme A [g] + 1.00 * 9-O-Acetylated GT3 [g]
SLC33A1",SLC33A1,Sphingolipid metabolism,N/A,4
GAPD,glyceraldehyde-3-phosphate dehydrogenase,"1.00 * hydrogenphosphate [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * Glyceraldehyde 3-phosphate [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 3-Phospho-D-glyceroyl phosphate [c]
GAPDHS; GM15294",GAPDHS; GM15294,Glycolysis/gluconeogenesis,1.2.1.12,0
GARFT,phosphoribosylglycinamide formyltransferase,"1.00 * 10-Formyltetrahydrofolate [c] + 1.00 * N1-(5-Phospho-D-ribosyl)glycinamide [c] --> 1.00 * proton [c] + 1.00 * 5,6,7,8-Tetrahydrofolate [c] + 1.00 * N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide [c]
GART",GART,Purine synthesis,2.1.2.2,4
GASNASE2ly,"glycosylasparaginase, lysosomal","1.00 * Water [l] + 1.00 * N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R [l] --> 1.00 * protein-linked asparagine residue (N-glycosylation site) [l] + 1.00 * n2m2nmasn (w/o peptide linkage) [l]
AGA",AGA,N-glycan degradation,3.5.1.26,0
GASNASE3ly,"glycosylasparaginase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate I, degradation product 1 [l] --> 1.00 * protein-linked asparagine residue (N-glycosylation site) [l] + 1.00 * keratan sulfate I, degradation product 2 [l]
AGA",AGA,Keratan sulfate degradation,3.5.1.26,4
GASNASEly,"glycosylasparaginase, lysosomal","1.00 * Water [l] + 1.00 * de-Fuc form of PA6 [l] --> 1.00 * protein-linked asparagine residue (N-glycosylation site) [l] + 1.00 * de-Fuc form of PA6 (w/o peptide linkage) [l]
AGA",AGA,N-glycan degradation,3.5.1.26,0
GBA,Glucosylceramidase,"1.00 * Water [c] + 1.00 * D-glucosyl-N-acylsphingosine [c] --> 1.00 * D-glucose [c] + 1.00 * N-acylsphingosine [c]
GBA",GBA,Sphingolipid metabolism,3.2.1.45,0
GBAl,Glucosylceramidase,"1.00 * Water [l] + 1.00 * D-glucosyl-N-acylsphingosine [l] --> 1.00 * N-acylsphingosine [l] + 1.00 * D-glucose [l]
GBA",GBA,Sphingolipid metabolism,3.2.1.45,4
GBGT1,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1","1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * globoside [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * alpha GalNAc globoside [g]
GBGT1",GBGT1,Sphingolipid metabolism,2.4.1.88,4
GBSIDEte,globoside transport,"1.00 * globoside [c] --> 1.00 * globoside [e]
No genes",NA,"Transport, extracellular",N/A,1
GBSIDEtl,globoside intracellular transport,"1.00 * globoside [c] --> 1.00 * globoside [l]
No genes",NA,"Transport, lysosomal",N/A,1
GCALDD,Glycolaldehyde dehydrogenase,"1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * glycolaldehyde [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * glycolate [c]
ALDH1A1; ALDH1A2; ALDH1A3; ALDH3A1; ALDH3A2; ALDH3B1; ALDH3B3; ALDH7A1; ALDH9A1",ALDH1A1; ALDH1A2; ALDH1A3; ALDH3A1; ALDH3A2; ALDH3B1; ALDH3B3; ALDH7A1; ALDH9A1,Glyoxylate and dicarboxylate metabolism,1.2.1.21,2
GCALDDm,"Glycolaldehyde dehydrogenase, mitochondrial","1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * glycolaldehyde [m] --> 2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * glycolate [m]
ALDH18A1; ALDH1B1; ALDH2; ALDH4A1; ALDH5A1; ALDH6A1",ALDH18A1; ALDH1B1; ALDH2; ALDH4A1; ALDH5A1; ALDH6A1,Glyoxylate and dicarboxylate metabolism,1.2.1.3,2
GCC2am,"glycine-cleavage complex (lipoamide), mitochondrial","1.00 * proton [m] + 1.00 * Glycine [m] + 1.00 * lipoamide [m] --> 1.00 * carbon dioxide [m] + 1.00 * S-aminomethyldihydrolipoamide [m]
AMT; DLD; GCSH; GLDC",AMT; DLD; GCSH; GLDC,"Glycine, serine, alanine and threonine metabolism",2.1.2.10,4
GCC2bim,"glycine-cleavage system (lipoamide) irreversible, mitochondrial","1.00 * 5,6,7,8-Tetrahydrofolate [m] + 1.00 * S-aminomethyldihydrolipoamide [m] --> 1.00 * Ammonium [m] + 1.00 * dihydrolipoamide [m] + 1.00 * 5,10-Methylenetetrahydrofolate [m]
AMT; DLD; GCSH; GLDC",AMT; DLD; GCSH; GLDC,"Glycine, serine, alanine and threonine metabolism",1.8.1.4,4
GCC2cm,"glycine-cleavage complex (lipoamide), mitochondrial","1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * dihydrolipoamide [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * lipoamide [m]
AMT; DLD; GCSH; GLDC",AMT; DLD; GCSH; GLDC,"Glycine, serine, alanine and threonine metabolism",2.1.2.10,4
GCCam,"glycine-cleavage complex (lipoylprotein), mitochondrial","1.00 * proton [m] + 1.00 * Glycine [m] + 1.00 * Lipoylprotein [m] --> 1.00 * carbon dioxide [m] + 1.00 * S-Aminomethyldihydrolipoylprotein [m]
AMT; DLD; GCSH; GLDC",AMT; DLD; GCSH; GLDC,"Glycine, serine, alanine and threonine metabolism",2.1.2.10,4
GCCbim,"glycine-cleavage complex (lipoylprotein) irreversible, mitochondrial","1.00 * 5,6,7,8-Tetrahydrofolate [m] + 1.00 * S-Aminomethyldihydrolipoylprotein [m] --> 1.00 * Ammonium [m] + 1.00 * 5,10-Methylenetetrahydrofolate [m] + 1.00 * Dihydrolipolprotein [m]
AMT; DLD; GCSH; GLDC",AMT; DLD; GCSH; GLDC,"Glycine, serine, alanine and threonine metabolism",1.8.1.4,4
GCCcm,"glycine-cleavage complex (lipoylprotein), mitochondrial","1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Dihydrolipolprotein [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Lipoylprotein [m]
AMT; DLD; GCSH; GLDC",AMT; DLD; GCSH; GLDC,"Glycine, serine, alanine and threonine metabolism",2.1.2.10,4
GCHOLAt,glycocholate transport via bicarbonate countertransport,"1.00 * Bicarbonate [c] + 1.00 * glycocholate [e] --> 1.00 * Bicarbonate [e] + 1.00 * glycocholate [c]
SLCO1A1; SLCO1B2",SLCO1A1; SLCO1B2,"Transport, extracellular",N/A,4
GCHOLAt2,glycocholate transport via sodium cotransport,"2.00 * Sodium [e] + 1.00 * glycocholate [e] --> 2.00 * Sodium [c] + 1.00 * glycocholate [c]
SLC10A1; SLC10A2",SLC10A1; SLC10A2,"Transport, extracellular",N/A,4
GCHOLAt3,ABC bile acid transporter,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * glycocholate [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * glycocholate [e]
ABCB11; ABCC3",ABCB11; ABCC3,"Transport, extracellular",N/A,4
GCHOLAte,bile acid intracellular transport,"1.00 * glycocholate [e] --> 1.00 * glycocholate [c]
No genes",NA,"Transport, extracellular",N/A,2
GCHOLAtx,bile acid intracellular transport,"1.00 * glycocholate [x] --> 1.00 * glycocholate [c]
No genes",NA,"Transport, peroxisomal",N/A,2
GCNTg,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * i-antigen [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * (Gal)3 (Glc)1 (GlcNAc)3 (Cer)1 [g]
GCNT2",GCNT2,Blood group synthesis,2.4.1.150,4
GD1B2te,gd1b2 hs transport,"1.00 * GD1beta [c] --> 1.00 * GD1beta [e]
No genes",NA,"Transport, extracellular",N/A,1
GD1B2tg,gd1b2 hs intracellular transport,"1.00 * GD1beta [c] --> 1.00 * GD1beta [g]
No genes",NA,"Transport, golgi apparatus",N/A,1
GD1Cte,gd1c hs  transport,"1.00 * GD1c [c] --> 1.00 * GD1c [e]
No genes",NA,"Transport, extracellular",N/A,1
GD1Ctg,gd1c hs  intracellular transport,"1.00 * GD1c [c] --> 1.00 * GD1c [g]
No genes",NA,"Transport, golgi apparatus",N/A,1
GDPFUCtg,GDPFuc Golgi transport via CMP antiport,"1.00 * GDP-L-fucose(2-) [c] + 1.00 * GMP [g] --> 1.00 * GDP-L-fucose(2-) [g] + 1.00 * GMP [c]
SLC35C1",SLC35C1,"Transport, golgi apparatus",N/A,4
GDPtg,GDP intracellular transport,"1.00 * GDP [c] --> 1.00 * GDP [g]
No genes",NA,"Transport, golgi apparatus",N/A,1
GF6PTA,glutamine-fructose-6-phosphate transaminase,"1.00 * L-glutamine [c] + 1.00 * D-Fructose 6-phosphate [c] --> 1.00 * L-glutamate(1-) [c] + 1.00 * D-Glucosamine 6-phosphate [c]
GFPT1; GFPT2",GFPT1; GFPT2,Aminosugar metabolism,2.6.1.16,4
GFUCS,GDP-L-fucose synthase,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * GDP-4-dehydro-6-deoxy-alpha-D-mannose(2-) [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * GDP-L-fucose(2-) [c]
TSTA3",TSTA3,Fructose and mannose metabolism,1.1.1.271,0
GGH_10FTHF5GLUe,"Gamma-glutamyl hydrolase (10FTHF5GLU), extracellular","4.00 * Water [e] + 1.00 * 10-formyltetrahydrofolate-[Glu](5) [e] --> 4.00 * L-glutamate(1-) [e] + 1.00 * 10-Formyltetrahydrofolate [e]
GGH",GGH,Folate metabolism,N/A,4
GGH_10FTHF5GLUl,"Gamma-glutamyl hydrolase (10FTHF5GLU), lysosomal","1.00 * 10-formyltetrahydrofolate-[Glu](5) [l] + 4.00 * Water [l] --> 1.00 * 10-Formyltetrahydrofolate [l] + 4.00 * L-glutamate(1-) [l]
GGH",GGH,Folate metabolism,N/A,4
GGH_10FTHF6GLUe,"Gamma-glutamyl hydrolase (10FTHF6GLU), extracellular","1.00 * Water [e] + 1.00 * 10-formyltetrahydrofolate-[Glu](6) [e] --> 1.00 * L-glutamate(1-) [e] + 1.00 * 10-formyltetrahydrofolate-[Glu](5) [e]
GGH",GGH,Folate metabolism,N/A,4
GGH_10FTHF6GLUl,"Gamma-glutamyl hydrolase (10FTHF6GLU), lysosomal","1.00 * 10-formyltetrahydrofolate-[Glu](6) [l] + 1.00 * Water [l] --> 1.00 * 10-formyltetrahydrofolate-[Glu](5) [l] + 1.00 * L-glutamate(1-) [l]
GGH",GGH,Folate metabolism,N/A,4
GGH_10FTHF7GLUe,"Gamma-glutamyl hydrolase (10FTHF7GLU), extracellular","1.00 * Water [e] + 1.00 * 10-formyltetrahydrofolate-[Glu](7) [e] --> 1.00 * L-glutamate(1-) [e] + 1.00 * 10-formyltetrahydrofolate-[Glu](6) [e]
GGH",GGH,Folate metabolism,N/A,4
GGH_10FTHF7GLUl,"Gamma-glutamyl hydrolase (10FTHF7GLU), lysosomal","1.00 * 10-formyltetrahydrofolate-[Glu](7) [l] + 1.00 * Water [l] --> 1.00 * 10-formyltetrahydrofolate-[Glu](6) [l] + 1.00 * L-glutamate(1-) [l]
GGH",GGH,Folate metabolism,N/A,4
GGH_5DHFe,"Gamma-glutamyl hydrolase (5DHF), extracellular","4.00 * Water [e] + 1.00 * pentaglutamyl folate (DHF) [e] --> 4.00 * L-glutamate(1-) [e] + 1.00 * 7,8-Dihydrofolate [e]
GGH",GGH,Folate metabolism,N/A,4
GGH_5DHFl,"Gamma-glutamyl hydrolase (5DHF), lysosomal","4.00 * Water [l] + 1.00 * pentaglutamyl folate (DHF) [l] --> 1.00 * 7,8-Dihydrofolate [l] + 4.00 * L-glutamate(1-) [l]
GGH",GGH,Folate metabolism,N/A,4
GGH_5THFe,"Gamma-glutamyl hydrolase (5THF), extracellular","4.00 * Water [e] + 1.00 * pentaglutamyl folate (THF) [e] --> 4.00 * L-glutamate(1-) [e] + 1.00 * 5,6,7,8-Tetrahydrofolate [e]
GGH",GGH,Folate metabolism,N/A,4
GGH_5THFl,"Gamma-glutamyl hydrolase (5THF), lysosomal","4.00 * Water [l] + 1.00 * pentaglutamyl folate (THF) [l] --> 4.00 * L-glutamate(1-) [l] + 1.00 * 5,6,7,8-Tetrahydrofolate [l]
GGH",GGH,Folate metabolism,N/A,4
GGH_6DHFe,"Gamma-glutamyl hydrolase (6DHF), extracellular","1.00 * Water [e] + 1.00 * hexaglutamyl folate (DHF) [e] --> 1.00 * L-glutamate(1-) [e] + 1.00 * pentaglutamyl folate (DHF) [e]
GGH",GGH,Folate metabolism,N/A,4
GGH_6DHFl,"Gamma-glutamyl hydrolase (6DHF), lysosomal","1.00 * Water [l] + 1.00 * hexaglutamyl folate (DHF) [l] --> 1.00 * pentaglutamyl folate (DHF) [l] + 1.00 * L-glutamate(1-) [l]
GGH",GGH,Folate metabolism,N/A,4
GGH_6THFe,"Gamma-glutamyl hydrolase (6THF), extracellular","1.00 * Water [e] + 1.00 * hexaglutamyl folate  (THF) [e] --> 1.00 * L-glutamate(1-) [e] + 1.00 * pentaglutamyl folate (THF) [e]
GGH",GGH,Folate metabolism,N/A,4
GGH_6THFl,"Gamma-glutamyl hydrolase (6THF), lysosomal","1.00 * Water [l] + 1.00 * hexaglutamyl folate  (THF) [l] --> 1.00 * pentaglutamyl folate (THF) [l] + 1.00 * L-glutamate(1-) [l]
GGH",GGH,Folate metabolism,N/A,4
GGH_7DHFe,"Gamma-glutamyl hydrolase (7DHF), extracellular","1.00 * Water [e] + 1.00 * heptaglutamyl folate (DHF) [e] --> 1.00 * L-glutamate(1-) [e] + 1.00 * hexaglutamyl folate (DHF) [e]
GGH",GGH,Folate metabolism,N/A,4
GGH_7DHFl,"Gamma-glutamyl hydrolase (7DHF), lysosomal","1.00 * Water [l] + 1.00 * heptaglutamyl folate (DHF) [l] --> 1.00 * hexaglutamyl folate (DHF) [l] + 1.00 * L-glutamate(1-) [l]
GGH",GGH,Folate metabolism,N/A,4
GGH_7THFe,"Gamma-glutamyl hydrolase (7THF), extracellular","1.00 * Water [e] + 1.00 * heptaglutamyl folate (THF) [e] --> 1.00 * L-glutamate(1-) [e] + 1.00 * hexaglutamyl folate  (THF) [e]
GGH",GGH,Folate metabolism,N/A,4
GGH_7THFl,"Gamma-glutamyl hydrolase (7THF), lysosomal","1.00 * Water [l] + 1.00 * heptaglutamyl folate (THF) [l] --> 1.00 * hexaglutamyl folate  (THF) [l] + 1.00 * L-glutamate(1-) [l]
GGH",GGH,Folate metabolism,N/A,4
GGLUCT,gamma-glutamylcyclotransferase,"1.00 * 5-L-Glutamyl-L-alanine [e] --> 1.00 * L-alanine [c] + 1.00 * 5-oxoprolinate [c]
GGCT",GGCT,Glutathione metabolism,2.3.2.4,4
GGNG,glycogenin self-glucosylation,"8.00 * UDPglucose [c] + 1.00 * Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis) [c] --> 8.00 * proton [c] + 8.00 * UDP [c] + 1.00 * primed glycogenin (glycogenin-8[1,4-Glc]) [c]
GYG; GYS1; GYS2",GYG; GYS1; GYS2,Starch and sucrose metabolism,N/A,4
GGT_L,geranylgeranyltransferase (liver),"17.60 * Isopentenyl diphosphate [c] + 1.00 * trans,trans,cis-Geranylgeranyl diphosphate [c] --> 17.60 * Diphosphate [c] + 0.10 * Dehydrodolichol diphosphate, human liver homolog [c]
No genes",NA,N-glycan synthesis,N/A,0
GGT_U,geranylgeranyltransferase (uterus),"16.50 * Isopentenyl diphosphate [c] + 1.00 * trans,trans,cis-Geranylgeranyl diphosphate [c] --> 16.50 * Diphosphate [c] + 0.10 * Dehydrodolichol diphosphate, human uterine homolog [c]
No genes",NA,N-glycan synthesis,N/A,0
GGT5r,Gamma-glutamyltransferase 5,"1.00 * Water [r] + 1.00 * leukotriene C4(2-) [r] --> 1.00 * L-glutamate(1-) [r] + 1.00 * Leukotriene D4 [r]
GGT5",GGT5,Eicosanoid metabolism,2.3.2.2,4
GGT6,Gamma-glutamyltransferase,"1.00 * L-glutamate(1-) [c] + 1.00 * leukotriene E4(1-) [c] --> 1.00 * Water [c] + 1.00 * leukotriene F4 [c]
No genes",NA,Eicosanoid metabolism,2.3.2.2,2
GHMT2r,"glycine hydroxymethyltransferase, reversible","1.00 * 5,6,7,8-Tetrahydrofolate [c] + 1.00 * L-serine [c] --> 1.00 * Water [c] + 1.00 * Glycine [c] + 1.00 * 5,10-Methylenetetrahydrofolate [c]
SHMT1",SHMT1,"Glycine, serine, alanine and threonine metabolism",2.1.2.1,4
GHMT2rm,"glycine hydroxymethyltransferase, reversible, mitochondrial","1.00 * 5,6,7,8-Tetrahydrofolate [m] + 1.00 * L-serine [m] --> 1.00 * Water [m] + 1.00 * Glycine [m] + 1.00 * 5,10-Methylenetetrahydrofolate [m]
SHMT1; SHMT2",SHMT1; SHMT2,"Glycine, serine, alanine and threonine metabolism",2.1.2.1,4
GHMT3,glycine hydroxymethyltransferase,"1.00 * proton [c] + 1.00 * 3-Hydroxy-N6,N6,N6-trimethyl-L-lysine [c] --> 1.00 * Glycine [c] + 1.00 * 4-trimethylammoniobutanal [c]
SHMT1",SHMT1,Lysine metabolism,2.1.2.1,2
GHMT3m,"glycine hydroxymethyltransferase, mitochondrial","1.00 * proton [m] + 1.00 * 3-Hydroxy-N6,N6,N6-trimethyl-L-lysine [m] --> 1.00 * Glycine [m] + 1.00 * 4-trimethylammoniobutanal [m]
SHMT2",SHMT2,Lysine metabolism,2.1.2.1,2
GK1,guanylate kinase (GMP:ATP),"1.00 * ATP [c] + 1.00 * GMP [c] --> 1.00 * ADP [c] + 1.00 * GDP [c]
GUK1",GUK1,Nucleotide interconversion,N/A,4
GK1m,"guanylate kinase (GMP:ATP), mitochondrial","1.00 * ATP [m] + 1.00 * GMP [m] --> 1.00 * ADP [m] + 1.00 * GDP [m]
GUK1",GUK1,Nucleotide interconversion,N/A,1
