ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,GENE_ASSOCIATION (SYMBOL),LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
MAR01181,,"6(R)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate[m] + H+[m] + NADPH[m] <=> 6(R)-hydroxy-tetradeca-(2E,8Z)-dienoate[m] + NADP+[m]",1.3.1.34,ENSG00000104325,DECR1,,,,,vmhreaction/RE3392M;sbo/SBO:0000176,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),,,PMID:11356170,0
MAR01182,,"6(R)-hydroxy-tetradeca-(2E,8Z)-dienoate[m] + H2O[m] => 3(S),6(R)-dihydroxy-tetradec-(8Z)-enoate[m]",4.2.1.17,ENSG00000084754,HADHA,,,,,vmhreaction/RE3390M;sbo/SBO:0000176,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),,,PMID:11356170,0
MAR01183,,"3(S),6(R)-dihydroxy-tetradec-(8Z)-enoate[m] + NAD+[m] => 3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate[m] + H+[m] + NADH[m]",1.1.1.35;1.1.1.211,ENSG00000072506 and ENSG00000084754 and ENSG00000138796,HSD17B10 and HADHA and HADH,,,,,vmhreaction/RE3393M;sbo/SBO:0000176,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),,,PMID:11356170,0
MAR01184,,3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate[m] + CoA[m] => 4(R)-hydroxy-dodec-(6Z)-enoate[m] + acetyl-CoA[m],2.3.1.16;1.1.1.211,ENSG00000084754 and ENSG00000138029 and ENSG00000167315,HADHA and HADHB and ACAA2,,,,,vmhreaction/RE3388M;sbo/SBO:0000176,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),,,PMID:11356170,0
MAR01216,,"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate[m] + CoA[m] => 8(S)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate[m] + acetyl-CoA[m]",2.3.1.16;1.1.1.211,ENSG00000084754 and ENSG00000138029 and ENSG00000167315,HADHA and HADHB and ACAA2,,,,,vmhreaction/RE3396M;sbo/SBO:0000176,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),,,PMID:11356170,0
MAR01217,,"8(S)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate[m] + O2[m] => 8(S)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate[m] + H2O2[m]",1.3.3.6,ENSG00000087008 or ENSG00000161533,ACOX3 or ACOX1,,,,,vmhreaction/RE3397M;sbo/SBO:0000176,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),,,PMID:11356170,0
MAR01218,,"8(S)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate[m] + H+[m] + NADPH[m] => 8(S)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate[m] + NADP+[m]",1.3.1.34,ENSG00000104325,DECR1,,,,,vmhreaction/RE3403M;sbo/SBO:0000176,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),,,PMID:11356170,0
MAR01219,,"3(S),8(S)-dihydroxy-(6E,10Z)-hexadecadienoate[m] <=> 8(S)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate[m] + H2O[m]",4.2.1.17,ENSG00000084754,HADHA,,,,,vmhreaction/RE3398M;sbo/SBO:0000176,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),,,PMID:11356170,0
MAR01220,,"3(S),8(S)-dihydroxy-(6E,10Z)-hexadecadienoate[m] + NAD+[m] <=> 3-oxo-8(S)-hydroxy-hexadeca-(6E,10Z)-dienoate[m] + H+[m] + NADH[m]",1.1.1.35;1.1.1.211,ENSG00000072506 and ENSG00000084754 and ENSG00000138796,HSD17B10 and HADHA and HADH,,,,,vmhreaction/RE3399M;sbo/SBO:0000176,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),,,PMID:11356170,0
MAR01221,,"3-oxo-8(S)-hydroxy-hexadeca-(6E,10Z)-dienoate[m] + CoA[m] <=> 6(S)-hydroxy-tetradeca-(4E,8Z)-dienoate[m] + acetyl-CoA[m]",2.3.1.16;1.1.1.211,ENSG00000084754 and ENSG00000138029 and ENSG00000167315,HADHA and HADHB and ACAA2,,,,,vmhreaction/RE3394M;sbo/SBO:0000176,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),,,PMID:11356170,0
MAR01222,,"6(S)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate[m] + H+[m] + NADPH[m] <=> 6(S)-hydroxy-tetradeca-(2E,8Z)-dienoate[m] + NADP+[m]",1.3.1.34,ENSG00000104325,DECR1,,,,,vmhreaction/RE3404M;sbo/SBO:0000176,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),,,PMID:11356170,0
MAR01223,,"6(S)-hydroxy-tetradeca-(4E,8Z)-dienoate[m] + O2[m] => 6(S)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate[m] + H2O2[m]",1.3.3.6,ENSG00000087008 or ENSG00000161533,ACOX3 or ACOX1,,,,,vmhreaction/RE3395M;sbo/SBO:0000176,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),,,PMID:11356170,0
MAR01224,,"6(S)-hydroxy-tetradeca-(2E,8Z)-dienoate[m] + H2O[m] => 3(S),6(S)-dihydroxy-tetradec-(8Z)-enoate[m]",4.2.1.17,ENSG00000084754,HADHA,,,,,vmhreaction/RE3401M;sbo/SBO:0000176,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),,,PMID:11356170,0
MAR01225,,"3(S),6(S)-dihydroxy-tetradec-(8Z)-enoate[m] + NAD+[m] => 3-oxo-6(S)-hydroxy-tetradec-(8Z)-enoate[m] + H+[m] + NADH[m]",1.1.1.35;1.1.1.211,ENSG00000072506 and ENSG00000084754 and ENSG00000138796,HSD17B10 and HADHA and HADH,,,,,vmhreaction/RE3402M;sbo/SBO:0000176,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),,,PMID:11356170,0
MAR01226,,3-oxo-6(S)-hydroxy-tetradec-(8Z)-enoate[m] + CoA[m] => 4(S)-hydroxy-dodec-(6Z)-enoate[m] + acetyl-CoA[m],2.3.1.16;1.1.1.211,ENSG00000084754 and ENSG00000138029 and ENSG00000167315,HADHA and HADHB and ACAA2,,,,,vmhreaction/RE3400M;sbo/SBO:0000176,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),,,PMID:11356170,0
MAR03522,,"4(R),8-dimethyl-nonanoyl-CoA[m] + FAD[m] => 4(R),8-dimethyl-trans-2-nonenoyl-CoA[m] + FADH2[m]",1.3.8.7;1.3.8.8,ENSG00000115361 or ENSG00000117054,ACADL or ACADM,,,,,vmhreaction/HMR_3522;vmhreaction/RE3184M;sbo/SBO:0000176,Beta oxidation of branched-chain fatty acids (mitochondrial),,,PMID:10407780;PMID:9819701;PMID:9469587;PMID:10407780;PMID:9819701;PMID:9469587,0
MAR03523,,"4(R),8-dimethyl-trans-2-nonenoyl-CoA[m] + H2O[m] => 3(S)-hydroxy-4(R),8-dimethyl-nonanoyl-CoA[m]",4.2.1.17,ENSG00000084754 or ENSG00000127884,HADHA or ECHS1,,,,,vmhreaction/RE3192M;sbo/SBO:0000176,Beta oxidation of branched-chain fatty acids (mitochondrial),,,PMID:10407780;PMID:9819701;PMID:9469587;PMID:10407780;PMID:9819701;PMID:9469587,0
MAR03524,,"3(S)-hydroxy-4(R),8-dimethyl-nonanoyl-CoA[m] + NAD+[m] => 3-oxo-4(R),8-dimethyl-nonanoyl-CoA[m] + H+[m] + NADH[m]",1.1.1.35;1.1.1.211,ENSG00000072506 and ENSG00000084754 and ENSG00000138796,HSD17B10 and HADHA and HADH,,,,,vmhreaction/RE3177M;sbo/SBO:0000176,Beta oxidation of branched-chain fatty acids (mitochondrial),,,PMID:10407780;PMID:9819701;PMID:9469587;PMID:10407780;PMID:9819701;PMID:9469587,0
MAR03525,,"3-oxo-4(R),8-dimethyl-nonanoyl-CoA[m] + CoA[m] => 2(R),6-dimethyl-heptanoyl-CoA[m] + acetyl-CoA[m]",2.3.1.16;1.1.1.211,ENSG00000084754 and ENSG00000138029 and ENSG00000167315,HADHA and HADHB and ACAA2,,,,,vmhreaction/RE3189M;sbo/SBO:0000176,Beta oxidation of branched-chain fatty acids (mitochondrial),,,PMID:10407780;PMID:9819701;PMID:9469587;PMID:10407780;PMID:9819701;PMID:9469587,0
MAR03526,,"2(R),6-dimethyl-heptanoyl-CoA[m] => 2(S),6-dimethyl-heptanoyl-CoA[m]",5.1.99.4,ENSG00000242110,AMACR,,,,,vmhreaction/RE3195M;sbo/SBO:0000176,Beta oxidation of branched-chain fatty acids (mitochondrial),,,PMID:10407780;PMID:9819701;PMID:9469587;PMID:10407780;PMID:9819701;PMID:9469587,0
MAR03527,,"2(S),6-dimethyl-heptanoyl-CoA[m] + FAD[m] => 2,6-dimethyl-trans-2-heptenoyl-CoA[m] + FADH2[m]",1.3.8.7;1.3.8.8,ENSG00000115361 or ENSG00000117054,ACADL or ACADM,,,,,vmhreaction/RE3185M;sbo/SBO:0000176,Beta oxidation of branched-chain fatty acids (mitochondrial),,,PMID:10407780;PMID:9819701;PMID:9469587;PMID:9819701;PMID:9469587;PMID:10407780,0
MAR03528,,"2,6-dimethyl-trans-2-heptenoyl-CoA[m] + H2O[m] => 3(S)-hydroxy-2(S),6-dimethyl-heptanoyl-CoA[m]",4.2.1.17,ENSG00000084754 or ENSG00000127884,HADHA or ECHS1,,,,,vmhreaction/RE3193M;sbo/SBO:0000176,Beta oxidation of branched-chain fatty acids (mitochondrial),,,PMID:9469587;PMID:10407780;PMID:9819701;PMID:9469587;PMID:10407780;PMID:9819701,0
MAR03529,,"3(S)-hydroxy-2(S),6-dimethyl-heptanoyl-CoA[m] + NAD+[m] => 3-oxo-(2S)-methylisocapryloyl-CoA[m] + H+[m] + NADH[m]",1.1.1.35;1.1.1.211,ENSG00000072506 and ENSG00000084754 and ENSG00000138796,HSD17B10 and HADHA and HADH,,,,,vmhreaction/RE3178M;sbo/SBO:0000176,Beta oxidation of branched-chain fatty acids (mitochondrial),,,PMID:10407780;PMID:9819701;PMID:9469587;PMID:10407780;PMID:9819701;PMID:9469587,0
MAR03530,,3-oxo-(2S)-methylisocapryloyl-CoA[m] + CoA[m] => 4-methyl-pentanoyl-CoA[m] + propanoyl-CoA[m],2.3.1.16;1.1.1.211,ENSG00000084754 and ENSG00000138029 and ENSG00000167315,HADHA and HADHB and ACAA2,,,,,vmhreaction/RE3190M;sbo/SBO:0000176,Beta oxidation of branched-chain fatty acids (mitochondrial),,,PMID:10407780;PMID:9819701;PMID:9469587;PMID:10407780;PMID:9819701;PMID:9469587,0
MAR03531,,4-methyl-pentanoyl-CoA[m] + FAD[m] => 4-methyl-trans-2-pentenoyl-CoA[m] + FADH2[m],1.3.8.7;1.3.8.8,ENSG00000115361 or ENSG00000117054,ACADL or ACADM,,,,,vmhreaction/RE3186M;sbo/SBO:0000176,Beta oxidation of branched-chain fatty acids (mitochondrial),,,PMID:9469587;PMID:9819701;PMID:9819701;PMID:10407780;PMID:10407780;PMID:9469587,0
MAR03532,,4-methyl-trans-2-pentenoyl-CoA[m] + H2O[m] => 3(S)-hydroxy-4-methyl-pentanoyl-CoA[m],4.2.1.17,ENSG00000127884,ECHS1,,,,,vmhreaction/RE3194M;sbo/SBO:0000176,Beta oxidation of branched-chain fatty acids (mitochondrial),,,PMID:10407780;PMID:9819701;PMID:9469587;PMID:10407780;PMID:9819701;PMID:9469587,0
MAR03533,,3(S)-hydroxy-4-methyl-pentanoyl-CoA[m] + NAD+[m] => 3-oxo-4-methyl-pentanoyl-CoA[m] + H+[m] + NADH[m],1.1.1.35;1.1.1.211,ENSG00000072506 and ENSG00000084754 and ENSG00000138796,HSD17B10 and HADHA and HADH,,,,,vmhreaction/RE3179M;sbo/SBO:0000176,Beta oxidation of branched-chain fatty acids (mitochondrial),,,PMID:10407780;PMID:9819701;PMID:9469587;PMID:10407780;PMID:9819701;PMID:9469587,0
MAR03534,,3-oxo-4-methyl-pentanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + isobutyryl-CoA[m],2.3.1.16;1.1.1.211,ENSG00000084754 and ENSG00000138029 and ENSG00000167315,HADHA and HADHB and ACAA2,,,,,vmhreaction/RE3191M;sbo/SBO:0000176,Beta oxidation of branched-chain fatty acids (mitochondrial),,,PMID:10407780;PMID:9819701;PMID:9469587;PMID:10407780;PMID:9819701;PMID:9469587,0
MAR01573,"acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)",acetoacetyl-CoA[m] + acetyl-CoA[m] + H2O[m] => CoA[m] + H+[m] + HMG-CoA[m],2.3.3.10,ENSG00000134240,HMGCS2,,,,,kegg.reaction/R01978;bigg.reaction/HMGCOASm;reactome/R-HSA-73918;vmhreaction/HMGCOASim;metanetx.reaction/MNXR100660;metanetx.reaction/MNXR107257;rhea/10188;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,PMID:11479731;PMID:11087424;PMID:11108725;PMID:1358203;PMID:7893153,0
MAR06901,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 7 isopentenyl units)",farnesyl-PP[c] + 7 isopentenyl-pPP[c] => all-trans-decaprenyl-diphosphate[c] + 7 PPi[c],2.5.1.91,ENSG00000148459 or ENSG00000164494,PDSS1 or PDSS2,,,,,kegg.reaction/R09249;vmhreaction/DPPS;metanetx.reaction/MNXR97778;rhea/27802;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,,0
MAR06903,solanesyl-diphosphate:4-hydroxybenzoate nonaprenyltransferase,4-hydroxybenzoate[m] + all-trans-decaprenyl-diphosphate[m] => 3-decaprenyl-4-hydroxybenzoate[m] + PPi[m],2.5.1.39,ENSG00000173085,COQ2,,,,,kegg.reaction/R07273;vmhreaction/HBZOPT10m;metanetx.reaction/MNXR110956;rhea/17709;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,,0
MAR06904,,"3-decaprenyl-4-hydroxybenzoate[m] + H+[m] + NADPH[m] + O2[m] => 3,4-dihydroxy-5-all-trans-decaprenylbenzoate[m] + H2O[m] + NADP+[m]",1.14.13.-,ENSG00000119723,COQ6,,,,,vmhreaction/3DPHBH2;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,,0
MAR06905,,"3,4-dihydroxy-5-all-trans-decaprenylbenzoate[m] + SAM[m] => 3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate[m] + H+[m] + SAH[m]",2.1.1.114,ENSG00000132423,COQ3,,,,,vmhreaction/DHDPBMTm;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,,0
MAR06906,,3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate[m] + H+[m] => 2-methoxy-6-(all-trans-decaprenyl)phenol[m] + CO2[m],4.1.1.-,,,,,,,vmhreaction/DPHMBDCm;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,,0
MAR06907,,"2-methoxy-6-(all-trans-decaprenyl)phenol[m] + H+[m] + NADPH[m] + O2[m] => 2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol[m] + H2O[m] + NADP+[m]",1.14.13.-,ENSG00000119723,COQ6,,,,,vmhreaction/HMR_6907;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,,0
MAR06908,,"2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol[m] + SAM[m] => 6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol[m] + H+[m] + SAH[m]",2.1.1.201,ENSG00000110871,COQ5,,,,,vmhreaction/HMR_6908;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,,0
MAR06909,,"6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol[m] + H+[m] + NADPH[m] + O2[m] => 3-demethylubiquinol-10[m] + H2O[m] + NADP+[m]",1.14.-.-,ENSG00000167186,COQ7,,,,,vmhreaction/HMR_6909;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,,0
MAR06910,,3-demethylubiquinol-10[m] + SAM[m] => H+[m] + SAH[m] + ubiquinol[m],2.1.1.64,ENSG00000132423,COQ3,,,,,vmhreaction/HMR_6910;metanetx.reaction/MNXR122729;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,,0
MAR07165,,[protein][c] + cysteine[c] => [protein]-L-cysteine[c] + H2O[c],,,,,,,,vmhreaction/HMR_7165;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,,0
MAR07166,farnesyl-diphosphate:protein-cysteine farnesyltransferase,[protein]-L-cysteine[c] + farnesyl-PP[c] => PPi[c] + S-farnesyl-protein[c],2.5.1.58,ENSG00000168522 and ENSG00000257365,FNTA and FNTB,,,,,kegg.reaction/R09844;vmhreaction/HMR_7166;metanetx.reaction/MNXR113245;rhea/13345;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,,0
MAR07167,CAAX protease,H2O[c] + S-farnesyl-protein[c] => [protein C terminal]-S-farnesyl-L-cysteine[c] + protein N terminal[c],3.4.22.-,ENSG00000084073,ZMPSTE24,,,,,kegg.reaction/R09845;vmhreaction/HMR_7167;metanetx.reaction/MNXR113246;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,,0
MAR07168,S-Adenosyl-L-methionine:protein-C-terminal-S-farnesyl-L-cysteine O-methyltransferase,[protein C terminal]-S-farnesyl-L-cysteine[c] + SAM[c] => [protein C terminal]-S-farnesyl-L-cysteine-methyl ester[c] + SAH[c],2.1.1.100,ENSG00000116237,ICMT,,,,,kegg.reaction/R04496;vmhreaction/HMR_7168;metanetx.reaction/MNXR108926;rhea/21672;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,,0
MAR07169,,"[protein C terminal]-S-farnesyl-L-cysteine-methyl ester[c] + H2O[c] => protein C terminal[c] + S-[(2E,6E)-farnesyl]-L-cysteine methyl ester[c]",,,,,,,,kegg.reaction/R09847;vmhreaction/HMR_7169;metanetx.reaction/MNXR113248;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,,0
MAR07170,"S-(2E,6E)-farnesyl-L-cysteine oxidase","farnesylcysteine[c] + H2O[c] + O2[c] => 2-trans,6-trans-farnesal[c] + cysteine[c] + H2O2[c]",1.8.3.5;1.8.3.6,ENSG00000116005,PCYOX1,,,,,kegg.reaction/R09562;vmhreaction/HMR_7170;metanetx.reaction/MNXR112981;rhea/30231;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,,0
MAR09722,NADH:phylloquinone oxidoreductase,H+[c] + NADH[c] + phylloquinone[c] => NAD+[c] + phylloquinol[c],1.6.5.2,ENSG00000181019,NQO1,,,,,kegg.reaction/R03816;vmhreaction/HMR_9722;metanetx.reaction/MNXR108448;rhea/74075;sbo/SBO:0000176,Terpenoid backbone biosynthesis,,,,0
MAR01920,Cholesterol-sulfate sulfohydrolase,cholesterol-sulfate[c] + H2O[c] => cholesterol[c] + H+[c] + sulfate[c],3.1.6.2,ENSG00000101846,STS,,,,,kegg.reaction/R08941;vmhreaction/RE1100C;metanetx.reaction/MNXR104607;metanetx.reaction/MNXR112432;sbo/SBO:0000176,Steroid metabolism,,,PMID:1606923;PMID:10049998,0
MAR01924,,cholesterol[c] + STAR[c] => cholesterol-STAR[c],,ENSG00000084090 or ENSG00000130052 or ENSG00000133121 or ENSG00000147465 or ENSG00000159433 or ENSG00000164211 or ENSG00000172345 or ENSG00000174448 or ENSG00000214530,STARD7 or STARD8 or STARD13 or STAR or STARD9 or STARD4 or STARD5 or STARD6 or STARD10,,,,,reactome/R-HSA-196126;sbo/SBO:0000176,Steroid metabolism,,,PMID:15897605,0
MAR01926,,cholesterol-STAR[m] => cholesterol[m] + STAR[m],,,,,,,,reactome/R-HSA-196086;sbo/SBO:0000176,Steroid metabolism,,,PMID:16973755,0
MAR01927,,cholesterol[m] + H+[m] + NADPH[m] + O2[m] => 22beta-hydroxycholesterol[m] + H2O[m] + NADP+[m],1.14.13.-,ENSG00000119723 or ENSG00000130649 or ENSG00000145476,COQ6 or CYP2E1 or CYP4V2,,,,,kegg.reaction/R02723;reactome/R-HSA-193054;vmhreaction/HMR_1927;metanetx.reaction/MNXR107692;metanetx.reaction/MNXR124738;rhea/34335;sbo/SBO:0000176,Steroid metabolism,,,PMID:9578606;PMID:3024157,0
MAR01928,22beta-Hydroxycholesterol:oxygen oxidoreductase (side-chain-cleaving),"22beta-hydroxycholesterol[m] + H+[m] + NADPH[m] + O2[m] => 20alpha,22beta dihydroxycholesterol[m] + H2O[m] + NADP+[m]",1.14.15.16,ENSG00000140459,CYP11A1,,,,,kegg.reaction/R04855;reactome/R-HSA-193065;vmhreaction/HMR_1928;metanetx.reaction/MNXR109168;metanetx.reaction/MNXR124740;rhea/34339;sbo/SBO:0000176,Steroid metabolism,,,PMID:3024157;PMID:9578606,0
MAR01929,"20alpha,22beta-Dihydroxycholesterol,ferredoxin:oxygen oxidoreductase (side-chain-cleaving)","20alpha,22beta dihydroxycholesterol[m] + H+[m] + NADPH[m] + O2[m] => 2 H2O[m] + isocaproic-aldehyde[m] + NADP+[m] + pregnenolone[m]",1.14.15.16,ENSG00000140459,CYP11A1,,,,,kegg.reaction/R03933;reactome/R-HSA-193101;vmhreaction/HMR_1929;metanetx.reaction/MNXR108536;rhea/34343;sbo/SBO:0000176,Steroid metabolism,,,PMID:9578606;PMID:3024157,0
MAR01931,,H+[c] + isocaproic-aldehyde[c] + NADPH[c] => 4-methylpentan-1-ol[c] + NADP+[c],1.1.1.21,ENSG00000085662 or ENSG00000198074,AKR1B1 or AKR1B10,,,,,reactome/R-HSA-196060;vmhreaction/HMR_1931;metanetx.reaction/MNXR124244;rhea/58438;rhea/58436;sbo/SBO:0000176,Steroid metabolism,,,PMID:8645003,0
MAR01932,Cholesterol:oxygen oxidoreductase (side-chain-cleaving),cholesterol[c] + 2 H+[c] + O2[c] + 2 reduced adrenal ferredoxin[c] => 20-hydroxycholesterol[c] + H2O[c] + 2 oxidized adrenal ferredoxin[c],1.14.15.6,ENSG00000140459,CYP11A1,,,,,kegg.reaction/R01454;vmhreaction/HMR_1932;metanetx.reaction/MNXR107003;sbo/SBO:0000176,Steroid metabolism,,,,0
MAR01933,"20alpha-hydroxycholesterol,NADPH-hemoprotein reductase:oxygen oxidoreductase (17alpha-hydroxylating)","20-hydroxycholesterol[c] + H+[c] + NADPH[c] + O2[c] => 17alpha,20alpha-dihydroxycholesterol[c] + H2O[c] + NADP+[c]",1.14.99.9,ENSG00000148795,CYP17A1,,,,,kegg.reaction/R04853;vmhreaction/HMR_1933;metanetx.reaction/MNXR109166;sbo/SBO:0000176,Steroid metabolism,,,,0
MAR01934,"17alpha,20alpha-Dihydroxycholesterol:oxygen oxidoreductase (side-chain-cleaving)","17alpha,20alpha-dihydroxycholesterol[c] + 4 H+[c] + 2 O2[c] + 4 reduced adrenal ferredoxin[c] => 17alpha-hydroxypregnenolone[c] + 3 H2O[c] + isocaproic-aldehyde[c] + 4 oxidized adrenal ferredoxin[c]",1.14.15.6,ENSG00000140459,CYP11A1,,,,,kegg.reaction/R04676;vmhreaction/HMR_1934;metanetx.reaction/MNXR109039;sbo/SBO:0000176,Steroid metabolism,,,,0
MAR01935,20alpha-Hydroxycholesterol:oxygen oxidoreductase (side-chain-cleaving),"20-hydroxycholesterol[c] + 2 H+[c] + O2[c] + 2 reduced adrenal ferredoxin[c] => 20alpha,22beta dihydroxycholesterol[c] + H2O[c] + 2 oxidized adrenal ferredoxin[c]",1.14.15.6,ENSG00000140459,CYP11A1,,,,,kegg.reaction/R04854;vmhreaction/HMR_1935;metanetx.reaction/MNXR109167;sbo/SBO:0000176,Steroid metabolism,,,,0
MAR01940,Formation of 21-hydroxypregnenolone,H+[c] + NADPH[c] + O2[c] + pregnenolone[c] => 21-hydroxypregnenolone[c] + H2O[c] + NADP+[c],1.14.99.10,ENSG00000231852,CYP21A2,,,,,kegg.reaction/R03784;bigg.reaction/21HPRGNLONE;vmhreaction/21HPRGNLONE;vmhreaction/HMR_1940;metanetx.reaction/MNXR108421;sbo/SBO:0000176,Steroid metabolism,,,,0
MAR01941,Formation of 11-deoxycorticosterone,21-hydroxypregnenolone[c] + NAD+[c] => 11-deoxycorticosterone[c] + H+[c] + NADH[c],1.1.1.145;5.3.3.1,ENSG00000203857 or ENSG00000203859,HSD3B1 or HSD3B2,,,,,kegg.reaction/R04163;vmhreaction/HMR_1941;metanetx.reaction/MNXR108701;sbo/SBO:0000176,Steroid metabolism,,,,0
MAR01942,"11-deoxycorticosterone,reduced ferredoxin:oxygen oxidoreductase (11-hydroxylating)",11-deoxycorticosterone[c] + 2 H+[c] + O2[c] + 2 reduced ferredoxin[c] => corticosterone[c] + H2O[c] + 2 oxidized ferredoxin[c],1.14.15.4,ENSG00000160882 or ENSG00000179142,CYP11B1 or CYP11B2,,,,,kegg.reaction/R03851;vmhreaction/HMR_1942;metanetx.reaction/MNXR108476;sbo/SBO:0000176,Steroid metabolism,,,,0
MAR01943,"pregnenolone,NADPH:oxygen oxidoreductase (7alpha-hydroxylating)",H+[c] + NADPH[c] + O2[c] + pregnenolone[c] => 7alpha-hydroxypregnenolone[c] + H2O[c] + NADP+[c],1.14.13.100,ENSG00000172817,CYP7B1,,,,,kegg.reaction/R08943;vmhreaction/HMR_1943;metanetx.reaction/MNXR112434;sbo/SBO:0000176,Steroid metabolism,,,,0
MAR01948,"17alpha-hydroxypregnenolone,NADPH-hemoprotein reductase:oxygen oxidoreductase (21-hydroxylating)","17alpha-hydroxypregnenolone[c] + H+[c] + NADPH[c] + O2[c] => 17alpha,21-dihydroxypregnenolone[c] + H2O[c] + NADP+[c]",1.14.99.10,ENSG00000231852,CYP21A2,,,,,kegg.reaction/R04675;vmhreaction/HMR_1948;metanetx.reaction/MNXR109038;sbo/SBO:0000176,Steroid metabolism,,,,0
MAR01949,11-Deoxycortisol delta5-delat4-isomerase,"17alpha,21-dihydroxypregnenolone[c] + NAD+[c] => 11-deoxycortisol[c] + H+[c] + NADH[c]",1.1.1.145;5.3.3.1,ENSG00000203857 or ENSG00000203859,HSD3B1 or HSD3B2,,,,,kegg.reaction/R04849;vmhreaction/HMR_1949;metanetx.reaction/MNXR109163;sbo/SBO:0000176,Steroid metabolism,,,,0
MAR01950,"17alpha,21-dihydroxypregnenolone:oxygen oxidoreductase (11-hydroxylating)","17alpha,21-dihydroxypregnenolone[c] + 2 H+[c] + O2[c] + 2 reduced ferredoxin[c] => 11beta,17alpha,21-trihydroxypregnenolone[c] + H2O[c] + 2 oxidized ferredoxin[c]",1.14.15.4,ENSG00000160882 or ENSG00000179142,CYP11B1 or CYP11B2,,,,,kegg.reaction/R04850;vmhreaction/HMR_1950;metanetx.reaction/MNXR109164;sbo/SBO:0000176,Steroid metabolism,,,,0
MAR01951,Cortisol delta5-delat4-isomerase,"11beta,17alpha,21-trihydroxypregnenolone[c] + NAD+[c] => cortisol[c] + H+[c] + NADH[c]",1.1.1.145;5.3.3.1,ENSG00000203857 or ENSG00000203859,HSD3B1 or HSD3B2,,,,,kegg.reaction/R02840;vmhreaction/HMR_1951;metanetx.reaction/MNXR107768;sbo/SBO:0000176,Steroid metabolism,,,,0
