id	name	subsystem	formula	ecnumber	keggId	keggorthology	cog	seed	metanetx
CYSGLYexR	L-Cysteine/Glycine Reversible Exchanger	cys_L[c] + gly[e] <=> cys_L[e] + gly[c] 	Transport, extracellular						
CYSLYSL	L-Cystine Lysteine-Lyase (Deaminating)	h2o[c] + Lcystin[c] -> nh4[c] + pyr[c] + thcys[c] 	Methionine and cysteine metabolism	4.4.1.1					
CYSO	Cysteine Oxidase	cys_L[c] + o2[c] -> 3sala[c] + 2.0 h[c] 	Taurine and hypotaurine metabolism	1.13.11.20	R00893				MNXR96993
CYSSERNaEx	L-Serine/L-Cysteine Na-Dependent Exchange (Cys-L In)	cys_L[e] + na1[e] + ser_L[c] -> cys_L[c] + na1[c] + ser_L[e] 	Transport, extracellular						MNXR97009
CYSt4	Transport of L-Cysteine   via Sodium Symport, Reversible	cys_L[e] + na1[e] -> cys_L[c] + na1[c] 	Transport, extracellular						MNXR97028
CYSTA	Cysteine Transaminase	akg[c] + cys_L[c] <=> glu_L[c] + mercppyr[c] 	Methionine and cysteine metabolism	2.6.1.1, 2.6.1.3	R00896				MNXR96990
CYSTAm	Cysteine Transaminase, Mitochondrial	akg[m] + cys_L[m] <=> glu_L[m] + mercppyr[m] 	Methionine and cysteine metabolism	2.6.1.3					
CYStec	Transport of L-Cysteine  via Diffusion 	cys_L[e] <=> cys_L[c] 	Transport, extracellular						MNXR97029
CYSTGLUex	L-Cystine/L-Glutamate Exchanger	glu_L[c] + Lcystin[e] -> glu_L[e] + Lcystin[c] 	Transport, extracellular						MNXR97013
CYSTHRNaEx	L-Cysteine/L-Threonine Na-Dependent Exchange (Cys-L In)	cys_L[e] + na1[e] + thr_L[c] -> cys_L[c] + na1[c] + thr_L[e] 	Transport, extracellular						MNXR97015
CYSTSERex	L-Cystine/Glycine Exchanger (Cystine In)	Lcystin[e] + ser_L[c] -> Lcystin[c] + ser_L[e] 	Transport, extracellular						MNXR97020
CYTD	Cytidine Deaminase	cytd[c] + h[c] + h2o[c] -> nh4[c] + uri[c] 	Pyrimidine catabolism	3.5.4.5	R01878	K01489	COG0295	rxn01368	MNXR97039
CYTDK1	ATPcytidine 5-Phosphotransferase	atp[c] + cytd[c] -> adp[c] + cmp[c] + h[c] 	Nucleotide interconversion	2.7.1.213, 2.7.1.48	R00513	K00876	COG0572	rxn00365	MNXR97041
CYTDK2m	Cytidine Kinase (ATP), Mitochondrial	atp[m] + cytd[m] -> adp[m] + cmp[m] + h[m] 	Nucleotide interconversion	2.7.1.213, 2.7.1.48	R00513				MNXR97041
CYTDn	Cytidine Deaminase, Nuclear	cytd[n] + h[n] + h2o[n] -> nh4[n] + uri[n] 	Nucleotide interconversion	3.5.4.5	R01878				MNXR97039
CYTDt	Cytidine Faciliated Transport in Cytosol	cytd[e] <=> cytd[c] 	Transport, extracellular						MNXR97043
CYTDt4	Cytidine Transport in via Sodium Symport	cytd[e] + na1[e] -> cytd[c] + na1[c] 	Transport, extracellular					rxn10857	MNXR97045
CYTDtl	Cytidine Faciliated Transport from Lysosome	cytd[l] <=> cytd[c] 	Transport, lysosomal						MNXR97043
CYTDtm	Cytidine Faciliated Transport in Mitochondria	cytd[c] <=> cytd[m] 	Transport, mitochondrial						MNXR97043
CYTDtn	Cytidine Transport in Nucleus	cytd[c] <=> cytd[n] 	Transport, nuclear						MNXR97043
CYTK10	Cytidylate Kinase (CMP, dGTP)	cmp[c] + dgtp[c] <=> cdp[c] + dgdp[c] 	Nucleotide interconversion						MNXR97048
CYTK10n	Cytidylate Kinase (CMP, dGTP), Nuclear	cmp[n] + dgtp[n] <=> cdp[n] + dgdp[n] 	Nucleotide interconversion						MNXR97048
CYTK11	Cytidylate Kinase (dCMP, dGTP)	dcmp[c] + dgtp[c] <=> dcdp[c] + dgdp[c] 	Nucleotide interconversion						MNXR97049
CYTK11n	Cytidylate Kinase (dCMP, dGTP), Nuclear	dcmp[n] + dgtp[n] <=> dcdp[n] + dgdp[n] 	Nucleotide interconversion						MNXR97049
CYTK12	Cytidylate Kinase (dCMP, dCTP)	dcmp[c] + dctp[c] <=> 2.0 dcdp[c] 	Nucleotide interconversion						MNXR97050
CYTK12n	Cytidylate Kinase (dCMP, dCTP), Nuclear	dcmp[n] + dctp[n] <=> 2.0 dcdp[n] 	Nucleotide interconversion						MNXR97050
CYTK13	Cytidylate Kinase (dCMP, dATP)	datp[c] + dcmp[c] <=> dadp[c] + dcdp[c] 	Nucleotide interconversion						MNXR97051
CYTK13n	Cytidylate Kinase (dCMP, dATP), Nuclear	datp[n] + dcmp[n] <=> dadp[n] + dcdp[n] 	Nucleotide interconversion						MNXR97051
CYTK14	Cytidylate Kinase (dCMP, UTP)	dcmp[c] + utp[c] <=> dcdp[c] + udp[c] 	Nucleotide interconversion						MNXR97052
CYTK14n	Cytidylate Kinase (dCMP, CTP), Nuclear	dcmp[n] + utp[n] <=> dcdp[n] + udp[n] 	Nucleotide interconversion						MNXR97052
CYTK1m	Cytidylate Kinase (CMP), Mitochondrial	atp[m] + cmp[m] <=> adp[m] + cdp[m] 	Nucleotide interconversion	2.7.4.14, 2.7.4.25	R00512				MNXR97047
CYTK1n	Cytidylate Kinase (CMP), Nuclear	atp[n] + cmp[n] <=> adp[n] + cdp[n] 	Nucleotide interconversion	2.7.4.14, 2.7.4.25	R00512				MNXR97047
CYTK2n	Cytidylate Kinase (dCMP), Nuclear	atp[n] + dcmp[n] <=> adp[n] + dcdp[n] 	Nucleotide interconversion	2.7.4.13, 2.7.4.14, 2.7.4.25	R01665				MNXR97053
CYTK3	Cytidylate Kinase (CMP) (GTP)	cmp[c] + gtp[c] <=> cdp[c] + gdp[c] 	Nucleotide interconversion						MNXR97056
CYTK3n	Cytidylate Kinase (dCMP, CTP), Nuclear	ctp[n] + dcmp[n] <=> cdp[n] + dcdp[n] 	Nucleotide interconversion						MNXR97054
CYTK4	Cytidylate Kinase (dCMP) (GTP)	dcmp[c] + gtp[c] <=> dcdp[c] + gdp[c] 	Nucleotide interconversion						MNXR97057
CYTK4n	Cytidylate Kinase (dCMP, GTP), Nuclear	dcmp[n] + gtp[n] <=> dcdp[n] + gdp[n] 	Nucleotide interconversion						MNXR97057
CYTK5	Cytidylate Kinase (dCMP)	ctp[c] + dcmp[c] <=> cdp[c] + dcdp[c] 	Nucleotide interconversion	2.7.4.14					
CYTK5n	Cytidylate Kinase (CMP), Nuclear	cmp[n] + gtp[n] <=> cdp[n] + gdp[n] 	Nucleotide interconversion						MNXR97056
CYTK6	Cytidylate Kinase (CMP, CTP)	cmp[c] + ctp[c] <=> 2.0 cdp[c] 	Nucleotide interconversion	2.7.4.14					
CYTK6n	Cytidylate Kinase (CMP, CTP), Nuclear	cmp[n] + ctp[n] <=> 2.0 cdp[n] 	Nucleotide interconversion						MNXR96876
CYTK7	Cytidylate Kinase (CMP, UTP)	cmp[c] + utp[c] <=> cdp[c] + udp[c] 	Nucleotide interconversion						MNXR97058
CYTK7n	Cytidylate Kinase (CMP, UTP), Nuclear	cmp[n] + utp[n] <=> cdp[n] + udp[n] 	Nucleotide interconversion						MNXR97058
CYTK8	Cytidylate Kinase (CMP, dATP)	cmp[c] + datp[c] <=> cdp[c] + dadp[c] 	Nucleotide interconversion						MNXR97059
CYTK8n	Cytidylate Kinase (CMP, dATP), Nuclear	cmp[n] + datp[n] <=> cdp[n] + dadp[n] 	Nucleotide interconversion						MNXR97059
CYTK9	Cytidylate Kinase (CMP, dCTP)	cmp[c] + dctp[c] <=> cdp[c] + dcdp[c] 	Nucleotide interconversion						MNXR97060
CYTK9n	Cytidylate Kinase (CMP, dCTP), Nuclear	cmp[n] + dctp[n] <=> cdp[n] + dcdp[n] 	Nucleotide interconversion						MNXR97060
D_3AIBt	D-3-Amino-Isobutyrate Transport	3aib_D[c] -> 3aib_D[e] 	Transport, extracellular						MNXR94852
D3AIBTm	D-3-Amino-Isobutanoate:Pyruvate Aminotransferase, Mitochondrial	3aib_D[m] + pyr[m] <=> 2mop[m] + ala_L[m] 	Pyrimidine catabolism	2.6.1.40					MNXR97068
DADA	Deoxyadenosine Deaminase	dad_2[c] + h[c] + h2o[c] -> din[c] + nh4[c] 	Nucleotide interconversion	3.5.4.4	R02556	K01488	COG1816	rxn01858	MNXR97076
DADAe	Deoxyadenosine Deaminase, Extracellular	dad_2[e] + h[e] + h2o[e] -> din[e] + nh4[e] 	Nucleotide interconversion	3.5.4.4	R02556				MNXR97076
DADNK	Deoxyadenosine Kinase	atp[c] + dad_2[c] -> adp[c] + damp[c] + h[c] 	Nucleotide interconversion	2.7.1.145, 2.7.1.74, 2.7.1.76	R02089	K10353	COG1428	rxn01508	MNXR97079
DADNt4	Deoxyadenosine Transport via Diffusion	dad_2[e] <=> dad_2[c] 	Transport, extracellular						MNXR97081
DAG_HSter	Transport of Diacylglycerol, Endoplasmatic Reticulum	dag_hs[r] -> dag_hs[c] 	Transport, endoplasmic reticular						MNXR97133
DAGK_hs	Diacylglycerol Phosphate Kinase (Homo Sapiens)	atp[c] + dag_hs[c] <=> adp[c] + h[c] + pa_hs[c] 	Glycerophospholipid metabolism						
DAGKn_hs	Diacylglycerol Phosphate Kinase (Homo Sapiens)	atp[n] + dag_hs[n] <=> adp[n] + h[n] + pa_hs[n] 	Glycerophospholipid metabolism						
DAGt	Diacylglycerol Transport	dag_hs[e] <=> dag_hs[c] 	Transport, extracellular						MNXR97133
DALAOXx	D-Alanine Oxidase, Peroxisomal	ala_D[x] + h2o[x] + o2[x] -> h2o2[x] + nh4[x] + pyr[x] 	D-alanine metabolism	1.4.3.19, 1.4.3.3	R05861				MNXR97134
DALAt2r	D-Alanine Transport via Proton Symport	ala_D[e] + h[e] <=> ala_D[c] + h[c] 	Transport, extracellular					rxn05494	MNXR97135
DALAt2rL	D-Alanine Transport via Proton Symport, Lysosomal	ala_D[l] + h[l] <=> ala_D[c] + h[c] 	Transport, lysosomal	2.7.1.107					
DALAxt	D-Alanine Transport to Perixosome	ala_D[c] -> ala_D[x] 	D-alanine metabolism						MNXR95702
DARGOp	D-Arginine Oxidase, Perixosomal	arg_D[x] + h2o[x] + o2[x] -> 5g2oxpt[x] + h2o2[x] + nh4[x] 	Arginine and proline metabolism	1.4.3.3	R02923				MNXR97150
DASCBH	L-Dehydroascorbate Lactonohydrolase	dhdascb[c] + h2o[c] -> 23doguln[c] + h[c] 	Vitamin C metabolism	3.1.1.17	R04785				MNXR97151
DASCBR	Dehydroascorbate Reductase	dhdascb[c] + nadph[c] -> ascb_L[c] + nadp[c] 	Vitamin C metabolism	1.6.5.4					
DASPO1p	D-Aspartate Oxidase, Peroxisomal	asp_D[x] + h2o[x] + o2[x] -> h2o2[x] + nh4[x] + oaa[x] 	Alanine and aspartate metabolism	1.4.3.1, 1.4.3.15	R00359				MNXR97153
DATPtn	DATP Diffusion in Nucleus	datp[c] <=> datp[n] 	Transport, nuclear						MNXR97176
DCIm	Dodecenoyl-Coenzyme A Delta Isomerase	dd2coa[m] <=> dd3coa[m] 	Fatty acid oxidation						MNXR97183
DCK1m	Deoxycytidine Kinase, Mitochondrial (ATP)	atp[m] + dcyt[m] <=> adp[m] + dcmp[m] + h[m] 	Nucleotide interconversion	2.7.1.145, 2.7.1.213, 2.7.1.74	R01666				MNXR95433
DCK1n	Deoxycytidine Kinase, Nuclear (ATP)	atp[n] + dcyt[n] <=> adp[n] + dcmp[n] + h[n] 	Nucleotide interconversion	2.7.1.145, 2.7.1.213, 2.7.1.74	R01666				MNXR95433
DCK2n	Deoxycytidine Kinase, Nuclear (UTP)	dcyt[n] + utp[n] <=> dcmp[n] + h[n] + udp[n] 	Nucleotide interconversion	2.7.1.74					MNXR97184
DCSPTN1COAtx	Fatty Acid Intracellular Transport	dcsptn1coa[c] <=> dcsptn1coa[x] 	Transport, peroxisomal						MNXR97194
DCSPTN1CPT1	Carnitine O-Palmitoyltransferase	crn[c] + dcsptn1coa[c] <=> coa[c] + dcsptn1crn[c] 	Fatty acid oxidation						MNXR97196
DCSPTN1CPT2	Carnitine Transferase	coa[m] + dcsptn1crn[m] <=> crn[m] + dcsptn1coa[m] 	Fatty acid oxidation						MNXR97196
DCSPTN1CRNt	Transport into the Mitochondria (Carnitine)	dcsptn1crn[c] <=> dcsptn1crn[m] 	Fatty acid oxidation						MNXR97197
DCSPTN1t	Fatty Acid Transport via Diffusion	dcsptn1[e] <=> dcsptn1[c] 	Transport, extracellular						MNXR97198
DCT	Dopachrome Tautomerase	L_dpchrm[c] <=> 56dihindlcrbxlt[c] 	Tyrosine metabolism	5.3.3.12				rxn02610	MNXR97199
DCTPtn	DCTP Diffusion in Nucleus	dctp[c] <=> dctp[n] 	Transport, nuclear						MNXR97205
DCYTD	Deoxycytidine Deaminase	dcyt[c] + h[c] + h2o[c] -> duri[c] + nh4[c] 	Pyrimidine catabolism	3.5.4.5	R02485	K10989 K01489	COG0295	rxn01800	MNXR97207
DCYTDn	Deoxycytidine Deaminase, Nuclear	dcyt[n] + h[n] + h2o[n] -> duri[n] + nh4[n] 	Nucleotide interconversion	3.5.4.5	R02485				MNXR97207
DCYTt	Deoxycytidine Transport via Diffusion	dcyt[e] <=> dcyt[c] 	Transport, extracellular					rxn11014	MNXR97208
DDPGAm	2-Dehydro-3-Deoxy-Phosphogluconate Aldolase, Mitochondrial	4h2oglt[m] <=> glx[m] + pyr[m] 	Arginine and proline metabolism	4.1.3.16, 4.1.3.42	R00470				MNXR97219
DEBRISOQUINEt	Debrisoquine Uniport	debrisoquine[e] <=> debrisoquine[c] 	Transport, extracellular						MNXR97223
DECDPtm	Lipid, Flip-Flop Intracellular Transport	decdp[c] <=> decdp[m] 	Transport, mitochondrial						MNXR97225
DEDOLP1_L	Dehydrodolichol Diphosphate Phosphatase (Liver)	0.1 dedoldp_L[c] + h2o[c] -> 0.1 dedolp_L[c] + h[c] + pi[c] 	N-glycan synthesis						MNXR97229
DEDOLP1_U	Dehydrodolichol Diphosphate Phosphatase (Uterus)	0.1 dedoldp_U[c] + h2o[c] -> 0.1 dedolp_U[c] + h[c] + pi[c] 	N-glycan synthesis	4.1.2.14					
DEDOLP2_L	Dehydrodolichol Phosphate Phosphatase (Liver)	0.1 dedolp_L[c] + h2o[c] -> 0.1 dedol_L[c] + pi[c] 	N-glycan synthesis						MNXR97232
DEDOLP2_U	Dehydrodolichol Phosphate Phosphatase (Uterus)	0.1 dedolp_U[c] + h2o[c] -> 0.1 dedol_U[c] + pi[c] 	N-glycan synthesis						
DEDOLR_L	Dehydrodolichol Reductase (Liver)	0.1 dedol_L[c] + h[c] + nadph[c] -> 0.1 dolichol_L[c] + nadp[c] 	N-glycan synthesis						
DEDOLR_U	Dehydrodolichol Reductase (Uterus)	0.1 dedol_U[c] + h[c] + nadph[c] -> 0.1 dolichol_U[c] + nadp[c] 	N-glycan synthesis						
DESAT16_2	Palmitoyl Coenzyme A Desaturase (N-C16:0CoA -> N-C16:1CoA)	h[c] + nadh[c] + o2[c] + pmtcoa[c] -> 2.0 h2o[c] + hdcoa[c] + nad[c] 	Fatty acid synthesis						MNXR97239
DESAT18_10	Fatty Acyl Coenzyme A Desaturase (N-C18:2CoA -> N-C18:3CoA)	h[c] + lnlncacoa[c] + nadh[c] + o2[c] -> 2.0 h2o[c] + nad[c] + strdnccoa[c] 	Fatty acid synthesis						MNXR97241
DESAT18_3	Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA)	h[c] + nadh[c] + o2[c] + stcoa[c] -> 2.0 h2o[c] + nad[c] + odecoa[c] 	Fatty acid synthesis						MNXR97243
DESAT18_4	Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA)	h[c] + nadh[c] + o2[c] + stcoa[c] -> 2.0 h2o[c] + nad[c] + octd11ecoa[c] 	Fatty acid synthesis	1.14.19.1					
DESAT18_5	Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA)	h[c] + nadh[c] + o2[c] + stcoa[c] -> 2.0 h2o[c] + nad[c] + od2coa[c] 	Fatty acid synthesis						MNXR97245
DESAT18_6	Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA)	h[c] + nadh[c] + o2[c] + odecoa[c] -> 2.0 h2o[c] + lneldccoa[c] + nad[c] 	Fatty acid synthesis						MNXR97246
DESAT18_7	Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA)	h[c] + nadh[c] + o2[c] + octd11ecoa[c] -> 2.0 h2o[c] + lneldccoa[c] + nad[c] 	Fatty acid synthesis	1.14.19.1					
DESAT18_8	Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA)	h[c] + nadh[c] + o2[c] + od2coa[c] -> 2.0 h2o[c] + lneldccoa[c] + nad[c] 	Fatty acid synthesis						MNXR97248
DESAT18_9	Fatty Acyl Coenzyme A Desaturase (N-C18:2CoA -> N-C18:3CoA)	h[c] + lnlccoa[c] + nadh[c] + o2[c] -> 2.0 h2o[c] + lnlncgcoa[c] + nad[c] 	Fatty acid synthesis						MNXR97249
DESAT20_1	Fatty Acyl Coenzyme A Desaturase (N-C20:3CoA -> N-C20:4CoA)	dlnlcgcoa[c] + h[c] + nadh[c] + o2[c] -> arachdcoa[c] + 2.0 h2o[c] + nad[c] 	Fatty acid synthesis						MNXR97250
DESAT20_2	Fatty Acyl Coenzyme A Desaturase (N-C20:4CoA -> N-C20:5CoA)	eicostetcoa[c] + h[c] + nadh[c] + o2[c] -> 2.0 h2o[c] + nad[c] + tmndnccoa[c] 	Fatty acid synthesis						MNXR97251
DESAT22_1p	Fatty Acyl Coenzyme A Desaturase (N-C22:4CoA -> N-C22:5CoA)	adrncoa[x] + h[x] + nadh[x] + o2[x] -> dcsptn1coa[x] + 2.0 h2o[x] + nad[x] 	Fatty acid synthesis						MNXR97252
DESAT22_2p	Fatty Acyl Coenzyme A Desaturase (N-C22:5CoA -> N-C22:6CoA)	clpndcoa[x] + h[x] + nadh[x] + o2[x] -> c226coa[x] + 2.0 h2o[x] + nad[x] 	Fatty acid synthesis						MNXR97253
DESAT24_1	Fatty Acyl Coenzyme A Desaturase (N-C24:5CoA -> N-C24:6CoA)	h[c] + nadh[c] + o2[c] + tetpent3coa[c] -> 2.0 h2o[c] + nad[c] + tethex3coa[c] 	Fatty acid synthesis						MNXR97254
DGAT	Diacylglycerol Acyltransferase	dag_hs[c] + Rtotal3coa[c] -> coa[c] + tag_hs[c] 	Triacylglycerol synthesis						MNXR97261
DGCHOLte	Bile Acid Intracellular Transport	dgchol[e] <=> dgchol[c] 	Transport, extracellular						MNXR97264
DGCHOLtx	Bile Acid Intracellular Transport	dgchol[x] <=> dgchol[c] 	Transport, peroxisomal						MNXR97264
DGK2m	Deoxyguanylate Kinase (dGMP:dATP), Mitochondrial	datp[m] + dgmp[m] <=> dadp[m] + dgdp[m] 	Nucleotide interconversion						MNXR97321
DGNSKm	Deoxyguanosine Kinase	atp[m] + dgsn[m] -> adp[m] + dgmp[m] + h[m] 	Nucleotide interconversion	2.7.1.113, 2.7.1.145, 2.7.1.74	R01967				MNXR97323
DGSNt	Deoyguanosine Transport via Diffusion	dgsn[e] <=> dgsn[c] 	Transport, extracellular						MNXR97324
DGSNtm	Deoyguanosine Transport in Mitochondria	dgsn[c] <=> dgsn[m] 	Transport, mitochondrial						MNXR97324
DGTPtn	DGTP Diffusion in Nucleus	dgtp[c] <=> dgtp[n] 	Transport, nuclear						MNXR97328
DGULND	Dehydro-L-Gulonate Decarboxylase	3dhguln[c] + h[c] <=> co2[c] + xylu_L[c] 	Pentose phosphate pathway	4.1.1.34	R01905				MNXR97352
DHAAt1r	Dehydroascorbate Transport (Uniport)	dhdascb[e] <=> dhdascb[c] 	Transport, extracellular						MNXR97356
DHAPA	Dihydroxyacetone Phosphate Acyltransferase	dhap[c] + Rtotalcoa[c] -> adhap_hs[c] + coa[c] 	Triacylglycerol synthesis	2.3.1.42					
DHAPAx	Dihydroxyacetone Phosphate Acyltransferase	dhap[x] + Rtotalcoa[x] -> adhap_hs[x] + coa[x] 	Triacylglycerol synthesis	2.3.1.42					
DHCHOLESTANATEtm	Lipid, Flip-Flop Intracellular Transport	dhcholestanate[m] <=> dhcholestanate[x] 	Transport, peroxisomal						MNXR97377
DHCR241r	24-Dehydrocholesterol Reductase [Precursor]	fadh2[r] + zymst[r] -> fad[r] + zymstnl[r] 	Cholesterol metabolism						MNXR97380
DHCR242r	24-Dehydrocholesterol Reductase [Precursor]	chlstol[r] + fadh2[r] -> fad[r] + lthstrl[r] 	Cholesterol metabolism						MNXR97381
DHCR243r	24-Dehydrocholesterol Reductase [Precursor]	dsmsterol[r] + fadh2[r] -> chsterol[r] + fad[r] 	Cholesterol metabolism						MNXR97382
DHCR71r	7-Dehydrocholesterol Reductase	ddsmsterol[r] + h[r] + nadph[r] -> dsmsterol[r] + nadp[r] 	Cholesterol metabolism	1.3.1.21					MNXR97383
DHCR72r	7-Dehydrocholesterol Reductase	7dhchsterol[r] + h[r] + nadph[r] -> chsterol[r] + nadp[r] 	Cholesterol metabolism	1.3.1.21					MNXR97384
DHCRD1	Dihydroceramide Desaturase	dhcrm_hs[c] + nadp[c] -> crm_hs[c] + h[c] + nadph[c] 	Sphingolipid metabolism						MNXR97385
DHCRD2	Dihydroceramide Desaturase	dhcrm_hs[c] + fad[c] -> crm_hs[c] + fadh2[c] 	Sphingolipid metabolism						MNXR97387
DHDPBMTm	Dihydroxydecaprenylbenzoate Methyltransferase	3dpdhb[m] + amet[m] -> 3dpdhb_me[m] + ahcys[m] + h[m] 	Ubiquinone synthesis						MNXR97391
DHEASt	Dehydroepiandrosterone Sulfate Transport via Bicarbonate Antiport	dheas[e] + hco3[c] <=> dheas[c] + hco3[e] 	Transport, extracellular						MNXR97396
DHEAStr	Dheas Intracellular Transport	dheas[r] <=> dheas[c] 	Transport, extracellular						MNXR97397
DHEASULT	Dehydroepiandrosterone Sulfotransferase	dhea[c] + paps[c] -> dheas[c] + h[c] + pap[c] 	Steroid metabolism	2.8.2.15, 2.8.2.2	R03405				MNXR97395
DHEAtr	Dehydroepiandrosterone Transport	dhea[r] <=> dhea[c] 	Transport, endoplasmic reticular						MNXR97398
DHFtl	Dihydrofolate Reversible Lysosomal Transport	dhf[c] <=> dhf[l] 	Transport, lysosomal						MNXR97404
DHFtm	Dihydrofolate Reversible Mitochondrial Transport	dhf[c] <=> dhf[m] 	Transport, mitochondrial						MNXR97404
DHORD9	Dihydoorotic Acid Dehydrogenase (Quinone 10)	dhor_S[c] + q10[m] -> orot[c] + q10h2[m] 	Pyrimidine synthesis						MNXR97423
DHPM1	Dihydropyrimidinase (5, 6-Dihydrouracil)	56dura[c] + h2o[c] -> cala[c] + h[c] 	Pyrimidine catabolism	3.5.2.2	R02269	K01464	COG0044	rxn01626	MNXR97432
DHPM2	Dihydropyrimidinase (Dihydrothymine)	56dthm[c] + h2o[c] -> 3uib[c] + h[c] 	Pyrimidine catabolism	3.5.2.2		K01464	COG0044	rxn02190	MNXR97433
DHPR2	6, 7-Dihydropteridine Reduction	5mthf[c] + dhbpt[c] -> h[c] + mlthf[c] + thbpt[c] 	Tetrahydrobiopterin metabolism						MNXR97437
DIDPtn	Transport of dIDP, Nuclear	didp[c] <=> didp[n] 	Transport, nuclear						MNXR97458
DIGALSGALSIDEtg	Digalsgalside Hs Intracellular Transport	digalsgalside_hs[c] <=> digalsgalside_hs[g] 	Transport, golgi apparatus						MNXR97459
DIGALSIDEtg	Digalside Hs Intracellular Transport	digalside_hs[c] <=> digalside_hs[g] 	Transport, golgi apparatus						MNXR97461
DIGALSIDEtl	Digalside Hs Intracellular Transport	digalside_hs[c] <=> digalside_hs[l] 	Transport, lysosomal						MNXR97461
DINt	Deoxyinosine Transport via Diffusion	din[e] <=> din[c] 	Transport, extracellular						MNXR97466
DITPtn	Transport of dITP, Nuclear	ditp[c] <=> ditp[n] 	Transport, nuclear						MNXR97482
DKMPPD	 2, 3-Diketo-5-Methylthio-1-Phosphopentane Degradation Reaction	dkmpp[c] + h2o[c] + o2[c] -> 2kmb[c] + for[c] + 2.0 h[c] + pi[c] 	Arginine and proline metabolism						MNXR97497
D_LACt2	D-Lactate Transport via Proton Symport	h[e] + lac_D[e] <=> h[c] + lac_D[c] 	Transport, extracellular						MNXR97838
D_LACtm	D-Lactate Transport, Mitochondrial	h[c] + lac_D[c] <=> h[m] + lac_D[m] 	Transport, mitochondrial						MNXR97838
DLNLCGCPT1	Carnitine O-Palmitoyltransferase	crn[c] + dlnlcgcoa[c] <=> coa[c] + dlnlcgcrn[c] 	Fatty acid oxidation						MNXR97502
DLNLCGCPT2	Carnitine Transferase	coa[m] + dlnlcgcrn[m] <=> crn[m] + dlnlcgcoa[m] 	Fatty acid oxidation						MNXR97502
DLNLCGCRNt	Transport into the Mitochondria (Carnitine)	dlnlcgcrn[c] <=> dlnlcgcrn[m] 	Fatty acid oxidation						MNXR97503
DLNLCGt	Fatty Acid Transport via Diffusion	dlnlcg[e] <=> dlnlcg[c] 	Transport, extracellular						MNXR97504
DM_13_cis_oretn_n_	13-Cis-Oxo-Retinoic Acid Demand	13_cis_oretn[n] -> 	Exchange/demand reaction						
DM_13_cis_retn_n_	13-Cis-Retinoate Demand	13_cis_retn[n] -> 	Exchange/demand reaction	2.3.1.21					
DM_Asn_X_Ser_Thr_ly_	Demand for Asn-X-Ser/Thr, Lysosomal	Asn_X_Ser_Thr[l] -> 	Exchange/demand reaction						
DM_avite2_c_	Demand for Alpha-Tocotrienol	avite2[c] -> 	Exchange/demand reaction						
DM_bvite_c_	Demand for Beta-Tocopherol	bvite[c] -> 	Exchange/demand reaction						
DM_core5_g_	Demand for Core5, Golgi Apparatus	core5[g] -> 	Exchange/demand reaction						
DM_core7_g_	Demand for Core7, Golgi Apparatus	core7[g] -> 	Exchange/demand reaction						
DM_core8_g_	Demand for Core8, Golgi Apparatus	core8[g] -> 	Exchange/demand reaction						
DM_datp_m_	Demand for dATP	datp[m] -> 	Exchange/demand reaction						
DM_datp_n_	Demand for dATP, Nuclear	datp[n] -> 	Exchange/demand reaction						
DM_dctp_m_	Demand for dCTP	dctp[m] -> 	Exchange/demand reaction						
DM_dctp_n_	Demand for dCTP, Nuclear	dctp[n] -> 	Exchange/demand reaction						
DM_dem2emgacpail_prot_hs_r_	Demand for  Deacylated-(Phosphoethanolaminyl-Dimannosyl),(Phosphoethanolaminyl)-Mannosyl-Glucosaminyl-Acylphosphatidylinositol,  Endoplasmatic Reticulum	dem2emgacpail_prot_hs[r] -> 	Exchange/demand reaction						
DM_dgpi_prot_hs_r_	Demand for  Deacylated-Glycophosphatidylinositol (Gpi)-Anchored Protein,  Endoplasmatic Reticulum	dgpi_prot_hs[r] -> 	Exchange/demand reaction						
DM_dgtp_m_	Demand for dGTP, Mitochondrial	dgtp[m] -> 	Exchange/demand reaction						
DM_dgtp_n_	Demand for dGTP, Nuclear	dgtp[n] -> 	Exchange/demand reaction						
DM_dsT_antigen_g_	Demand for  Disialyl-T Antigen,  Golgi Apparatus	dsT_antigen[g] -> 	Exchange/demand reaction						
DM_dttp_m_	Demand for dTTP	dttp[m] -> 	Exchange/demand reaction						
DM_dttp_n_	Demand for dTTP, Nuclear	dttp[n] -> 	Exchange/demand reaction						
DM_ethamp_r_	Demand for Ethanolamine Phosphate	ethamp[r] -> 	Exchange/demand reaction						
DM_gncore2_g_	Demand for gncore  2, Golgi Apparatus	gncore2[g] -> 	Exchange/demand reaction						
DM_gpi_sig_er_	Demand for  Glycophosphatidylinositol (Gpi) Signal Sequence (C-Terminal Peptide),  Endoplasmatic Reticulum	gpi_sig[r] -> 	Exchange/demand reaction						
