rxn_code_nodirection,rxn_name_long,subsystem,ind_in_original_recon,rxn_EC_number,genes_associated_with_rxn,rxn_formula,rxn_confidence
CCA_D3tm,Calcitroic acid transport from mitochondria,"Transport, mitochondrial",642,N/A,,"1.00 * Calcitroic acid (D3) [m] --> 1.00 * Calcitroic acid (D3) [c]
No genes",2
CDIPTr,phosphatidylinositol synthase (Homo sapiens),Glycerophospholipid metabolism,643,2.7.8.11,CDIPT,"1.00 * CDP-diacylglycerol(2-) [c] + 1.00 * myo-inositol [c] --> 1.00 * proton [c] + 1.00 * CMP [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol(1-) [c]
CDIPT",4
CDPDAGtm,intracellular transport,"Transport, mitochondrial",644,N/A,,"1.00 * CDP-diacylglycerol(2-) [c] --> 1.00 * CDP-diacylglycerol(2-) [m]
No genes",1
CDS,phosphatidate cytidylyltransferase,Glycerophospholipid metabolism,645,2.7.7.41,CDS1; CDS2,"1.00 * proton [c] + 1.00 * phosphatidate(2-) [c] + 1.00 * CTP [c] --> 1.00 * Diphosphate [c] + 1.00 * CDP-diacylglycerol(2-) [c]
CDS1; CDS2",4
CDSm,phosphatidate cytidylyltransferase,Glycerophospholipid metabolism,646,2.7.7.41,CDS1; CDS2,"1.00 * proton [m] + 1.00 * CTP [m] + 1.00 * phosphatidate(2-) [m] --> 1.00 * Diphosphate [m] + 1.00 * CDP-diacylglycerol(2-) [m]
CDS1; CDS2",4
CEPTC,choline phosphotransferase,Glycerophospholipid metabolism,647,N/A,CEPT1; CHPT1,"1.00 * CDPcholine [c] + 1.00 * diglyceride [c] --> 1.00 * proton [c] + 1.00 * CMP [c] + 1.00 * Phosphatidylcholine [c]
CEPT1; CHPT1",4
CEPTE,ethanolamine phosphotransferase,Glycerophospholipid metabolism,648,N/A,CEPT1,"1.00 * CDP-ethanolamine(1-) [c] + 1.00 * diglyceride [c] --> 1.00 * proton [c] + 1.00 * CMP [c] + 1.00 * phosphatidylethanolamine [c]
CEPT1",4
CERK,Ceramide kinase,Sphingolipid metabolism,649,2.7.1.138,CERK,"1.00 * ATP [c] + 1.00 * N-acylsphingosine [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * ceramide 1-phosphate(2-) [c]
CERK",4
CERT1gt,ceramide transport protein,"Transport, golgi apparatus",650,N/A,COL4A3BP,"1.00 * N-acylsphingosine [c] --> 1.00 * N-acylsphingosine [g]
COL4A3BP",2
CERT1rt,ceramide transport protein,"Transport, endoplasmic reticular",651,N/A,COL4A3BP,"1.00 * N-acylsphingosine [c] --> 1.00 * N-acylsphingosine [r]
COL4A3BP",2
CERT2gt,ceramide transport protein,"Transport, golgi apparatus",652,N/A,COL4A3BP,"1.00 * D-glucosyl-N-acylsphingosine [c] --> 1.00 * D-glucosyl-N-acylsphingosine [g]
COL4A3BP",2
CERT2rt,ceramide transport protein,"Transport, endoplasmic reticular",653,N/A,COL4A3BP,"1.00 * D-glucosyl-N-acylsphingosine [c] --> 1.00 * D-glucosyl-N-acylsphingosine [r]
COL4A3BP",2
CGLYt3_2_,Cys-Gly transport in via proton symport,"Transport, extracellular",654,N/A,SLC15A2,"2.00 * proton [e] + 1.00 * L-cysteinylglycine [e] --> 2.00 * proton [c] + 1.00 * L-cysteinylglycine [c]
SLC15A2",2
CGMPt,cGMP transport (ATP-dependent),"Transport, extracellular",655,N/A,ABCC4; ABCC5,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * 3',5'-cyclic GMP(1-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * 3',5'-cyclic GMP(1-) [e]
ABCC4; ABCC5",4
CH25H,cholesterol 25-hydroxylase,Bile acid synthesis,656,N/A,CH25H,"1.00 * O2 [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * cholesterol [r] --> 1.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * 25-hydroxycholesterol [r]
CH25H",4
CHAT,Choline O-acetyltransferase,Glycerophospholipid metabolism,657,2.3.1.6,CHAT,"1.00 * Acetyl-CoA [c] + 1.00 * Choline [c] --> 1.00 * Coenzyme A [c] + 1.00 * acetylcholine [c]
CHAT",4
CHATn,Choline O-acetyltransferase,Glycerophospholipid metabolism,658,2.3.1.6,CHAT,"1.00 * Acetyl-CoA [n] + 1.00 * Choline [n] --> 1.00 * acetylcholine [n] + 1.00 * Coenzyme A [n]
CHAT",4
CHLP,choline phosphate phosphatase,Glycerophospholipid metabolism,659,2.7.7.15,PHOSPHO1,"1.00 * Water [c] + 1.00 * choline phosphate(1-) [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * Choline [c]
PHOSPHO1",0
CHLPCTD,choline phosphate cytididyltransferase,Glycerophospholipid metabolism,660,2.7.7.15,PCYT1A; PCYT1B,"1.00 * proton [c] + 1.00 * CTP [c] + 1.00 * choline phosphate(1-) [c] --> 1.00 * Diphosphate [c] + 1.00 * CDPcholine [c]
PCYT1A; PCYT1B",4
CHLtm,choline transport via diffusion (cytosol to mitochondria),"Transport, mitochondrial",661,N/A,,"1.00 * Choline [c] --> 1.00 * Choline [m]
No genes",2
CHOLATEt,cholate transport via bicarbonate countertransport,"Transport, extracellular",662,N/A,SLCO1A1; SLCO1B2,"1.00 * Bicarbonate [c] + 1.00 * Cholate [e] --> 1.00 * Bicarbonate [e] + 1.00 * Cholate [c]
SLCO1A1; SLCO1B2",4
CHOLATEt2,cholate transport via sodium cotransport,"Transport, extracellular",663,N/A,SLC10A1; SLC10A2,"2.00 * Sodium [e] + 1.00 * Cholate [e] --> 2.00 * Sodium [c] + 1.00 * Cholate [c]
SLC10A1; SLC10A2",4
CHOLATEt3,ABC bile acid transporter,"Transport, extracellular",664,N/A,ABCB11; ABCC3,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * Cholate [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * Cholate [e]
ABCB11; ABCC3",4
CHOLD2m,"choline dehydrogenase (FAD acceptor), mitochondrial","Glycine, serine, alanine and threonine metabolism",665,1.1.99.1,CHDH,"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * Choline [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * betaine aldehyde [m]
CHDH",4
CHOLK,Choline kinase,Glycerophospholipid metabolism,666,N/A,CHKA; CHKB,"1.00 * ATP [c] + 1.00 * Choline [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * choline phosphate(1-) [c]
CHKA; CHKB",4
CHOLPtg,choline phosphate intracellular transport,"Transport, golgi apparatus",667,N/A,,"1.00 * choline phosphate(1-) [c] --> 1.00 * choline phosphate(1-) [g]
No genes",1
CHOLPtl,choline phosphate intracellular transport,"Transport, lysosomal",668,N/A,,"1.00 * choline phosphate(1-) [c] --> 1.00 * choline phosphate(1-) [l]
No genes",1
CHOLt4,"choline, sodium cotransport","Transport, extracellular",669,N/A,SLC5A7,"1.00 * Sodium [e] + 1.00 * Choline [e] --> 1.00 * Sodium [c] + 1.00 * Choline [c]
SLC5A7",4
CHOLtg,choline intracellular transport,"Transport, golgi apparatus",670,N/A,,"1.00 * Choline [g] --> 1.00 * Choline [c]
No genes",1
CHOLtn,"Choline transport, nuclear through pores","Transport, nuclear",671,N/A,,"1.00 * Choline [c] --> 1.00 * Choline [n]
No genes",2
CHOLtr,choline intracellular transport,"Transport, endoplasmic reticular",672,N/A,,"1.00 * Choline [r] --> 1.00 * Choline [c]
No genes",1
CHOLtu,Choline uniport,"Transport, extracellular",673,N/A,SLC22A2; SLC22A5,"1.00 * Choline [e] --> 1.00 * Choline [c]
SLC22A2; SLC22A5",4
CHSTEROLSULT,steroid sulfotransferase,Steroid metabolism,674,2.8.2.2,SULT1A1; SULT2B1,"1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c] + 1.00 * cholesterol [c] --> 1.00 * proton [c] + 1.00 * adenosine 3',5'-bismonophosphate(4-) [c] + 1.00 * cholesterol sulfate [c]
SULT1A1; SULT2B1",4
CHSTEROLt,cholesterol efflux (ATP depedent),"Transport, extracellular",675,N/A,ABCA1; ABCG5; ABCG8,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * cholesterol [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * cholesterol [e]
ABCA1; ABCG5; ABCG8",4
CHSTEROLt1,cholesterol intracellular transport,"Transport, mitochondrial",676,N/A,STARD3,"1.00 * cholesterol [l] --> 1.00 * cholesterol [m]
STARD3",2
CHSTEROLt2,cholesterol intracellular transport,"Transport, mitochondrial",677,N/A,,"1.00 * cholesterol [r] --> 1.00 * cholesterol [m]
No genes",2
CHSTEROLt3,cholesterol intracellular transport,"Transport, mitochondrial",678,N/A,,"1.00 * cholesterol [c] --> 1.00 * cholesterol [m]
No genes",2
CHSTEROLtg,"cholesterol efflux (ATP depedent), golgi","Transport, golgi apparatus",679,N/A,ABCA1,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * cholesterol [g] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * cholesterol [c]
ABCA1",4
CHTNASE,chitinase,Aminosugar metabolism,680,3.2.1.14,CHIL5; CHIT1; MANSC1,"2.00 * Water [c] + 1.00 * chitin [c] --> 3.00 * N-acetyl-D-glucosamine [c]
CHIL5; CHIT1; MANSC1",4
CHTNASEe,"chitinase, extracellular",Aminosugar metabolism,681,3.2.1.14,CHIL5,"2.00 * Water [e] + 1.00 * chitin [e] --> 3.00 * N-acetyl-D-glucosamine [e]
CHIL5",4
CITL,Citrate lyase,Citric acid cycle,682,4.1.3.6,CLYBL,"1.00 * Citrate [c] --> 1.00 * acetate [c] + 1.00 * Oxaloacetate [c]
CLYBL",0
CITMCOAHm,"L-Citramalyl-CoA hydro-lyase, mitochondrial",C5-branched dibasic acid metabolism,683,4.2.1.56,,"1.00 * Water [m] + 1.00 * itaconyl-CoA(5-) [m] --> 1.00 * (3S)-citramalyl-CoA(5-) [m]
No genes",2
CITMCOALm,L-Citramalyl-CoA pyruvate-lyase,C5-branched dibasic acid metabolism,684,4.1.3.25,,"1.00 * (3S)-citramalyl-CoA(5-) [m] --> 1.00 * pyruvate [m] + 1.00 * Acetyl-CoA [m]
No genes",2
CITRtm,citrulline mitochondrial transport via proton antiport,"Transport, mitochondrial",685,N/A,SLC25A2,"1.00 * L-citrulline [m] --> 1.00 * L-citrulline [c]
SLC25A2",4
CITt4_2,citrate transport via sodium symport,"Transport, extracellular",686,N/A,SLC13A2,"2.00 * Sodium [e] + 1.00 * Citrate [e] --> 2.00 * Sodium [c] + 1.00 * Citrate [c]
SLC13A2",4
CITtam,"citrate transport, mitochondrial","Transport, mitochondrial",687,N/A,SLC25A1,"1.00 * Citrate [c] + 1.00 * (S)-malate(2-) [m] --> 1.00 * Citrate [m] + 1.00 * (S)-malate(2-) [c]
SLC25A1",4
CITtbm,"citrate transport, mitochondrial","Transport, mitochondrial",688,N/A,SLC25A1,"1.00 * Citrate [c] + 1.00 * Phosphoenolpyruvate [m] --> 1.00 * Phosphoenolpyruvate [c] + 1.00 * Citrate [m]
SLC25A1",4
CK,ATP Creatine kinase,Urea cycle,689,2.7.3.2,CKMT1; CKMT2,"1.00 * ATP [m] + 1.00 * creatine [m] --> 1.00 * ADP [m] + 1.00 * N-phosphocreatinate(2-) [m]
CKMT1; CKMT2",4
CKc,ATP Creatine kinase (c),Urea cycle,690,2.7.3.2,CKB; CKM,"1.00 * ATP [c] + 1.00 * creatine [c] --> 1.00 * ADP [c] + 1.00 * N-phosphocreatinate(2-) [c]
CKB; CKM",4
CLFORtex,chloride transport via formate countertransport,"Transport, extracellular",691,N/A,SLC26A4,"1.00 * Chloride [e] + 2.00 * Formate [c] --> 1.00 * Chloride [c] + 2.00 * Formate [e]
SLC26A4",2
CLHCO3tex2,chloride transport via bicarbonate countertransport (2:1),"Transport, extracellular",692,N/A,SLC26A6,"1.00 * Bicarbonate [c] + 2.00 * Chloride [e] --> 1.00 * Bicarbonate [e] + 2.00 * Chloride [c]
SLC26A6",2
CLI2tex,chloride transport via iodide countertransport,"Transport, extracellular",693,N/A,SLC26A4,"1.00 * Chloride [e] + 2.00 * iodide [c] --> 1.00 * Chloride [c] + 2.00 * iodide [e]
SLC26A4",2
CLOHtex2,chloride transport via hydroxide countertransport (2:1),"Transport, extracellular",694,N/A,SLC26A6,"1.00 * Water [c] + 2.00 * Chloride [e] --> 1.00 * Water [e] + 2.00 * Chloride [c]
SLC26A6",2
CLOXAtex2,chloride transport via oxalate countertransport (2:1),"Transport, extracellular",695,N/A,SLC26A6,"2.00 * Chloride [e] + 1.00 * oxalate(2-) [c] --> 2.00 * Chloride [c] + 1.00 * oxalate(2-) [e]
SLC26A6",2
CLPNDCOAtx,fatty acid intracellular transport,"Transport, peroxisomal",696,N/A,,"1.00 * clupanodonyl CoA [c] --> 1.00 * clupanodonyl CoA [x]
No genes",2
CLPNDCPT1,carnitine O-palmitoyltransferase,Fatty acid oxidation,697,2.3.1.21,CPT1A; CPT1B; CPT1C,"1.00 * L-Carnitine [c] + 1.00 * clupanodonyl CoA [c] --> 1.00 * Coenzyme A [c] + 1.00 * clupanodonyl carnitine [c]
CPT1A; CPT1B; CPT1C",4
CLPNDCPT2,carnitine transferase,Fatty acid oxidation,698,N/A,CPT2,"1.00 * Coenzyme A [m] + 1.00 * clupanodonyl carnitine [m] --> 1.00 * L-Carnitine [m] + 1.00 * clupanodonyl CoA [m]
CPT2",4
CLPNDCRNt,transport into the mitochondria (carnitine),Fatty acid oxidation,699,N/A,SLC25A20,"1.00 * clupanodonyl carnitine [c] --> 1.00 * clupanodonyl carnitine [m]
SLC25A20",4
CLPNDt,fatty acid transport via diffusion,"Transport, extracellular",700,N/A,,"1.00 * clupanodonic acid [e] --> 1.00 * clupanodonic acid [c]
No genes",2
CLS_hs,cardiolipin synthase (homo sapiens),Glycerophospholipid metabolism,701,N/A,CRLS1,"1.00 * CDP-diacylglycerol(2-) [c] + 1.00 * phosphatidylglycerol(1-) [c] --> 1.00 * proton [c] + 1.00 * CMP [c] + 1.00 * cardiolipin [c]
CRLS1",0
CMPACNAtg,CMP-Sia Golgi transport via CMP antiport,"Transport, golgi apparatus",702,N/A,SLC35A1,"1.00 * CMP [g] + 1.00 * CMP-N-acetyl-beta-neuraminate(2-) [c] --> 1.00 * CMP [c] + 1.00 * CMP-N-acetyl-beta-neuraminate(2-) [g]
SLC35A1",4
CMPACNAtn,CMP-Sia nuclear export,"Transport, nuclear",703,N/A,,"1.00 * CMP-N-acetyl-beta-neuraminate(2-) [n] --> 1.00 * CMP-N-acetyl-beta-neuraminate(2-) [c]
No genes",2
CMPSAS,CMP sialic acid synthase,Aminosugar metabolism,704,2.7.7.43,CMAS,"1.00 * N-acetylneuraminate [c] + 1.00 * CTP [c] --> 1.00 * Diphosphate [c] + 1.00 * CMP-N-acetyl-beta-neuraminate(2-) [c]
CMAS",2
CMPSASn,"CMP sialic acid synthase, nuclear",Aminosugar metabolism,705,2.7.7.43,CMAS,"1.00 * N-acetylneuraminate [n] + 1.00 * CTP [n] --> 1.00 * CMP-N-acetyl-beta-neuraminate(2-) [n] + 1.00 * Diphosphate [n]
CMAS",2
CO2t,CO2 transporter via diffusion,"Transport, extracellular",706,N/A,,"1.00 * carbon dioxide [e] --> 1.00 * carbon dioxide [c]
No genes",1
CO2ter,CO2 endoplasmic reticular transport via diffusion,"Transport, endoplasmic reticular",707,N/A,,"1.00 * carbon dioxide [c] --> 1.00 * carbon dioxide [r]
No genes",1
CO2tg,CO2 Golgi transport,"Transport, golgi apparatus",708,N/A,,"1.00 * carbon dioxide [c] --> 1.00 * carbon dioxide [g]
No genes",1
CO2tm,"CO2 transport (diffusion), mitochondrial","Transport, mitochondrial",709,N/A,,"1.00 * carbon dioxide [c] --> 1.00 * carbon dioxide [m]
No genes",4
CO2tn,CO2 nuclear transport via diffusion,"Transport, nuclear",710,N/A,,"1.00 * carbon dioxide [n] --> 1.00 * carbon dioxide [c]
No genes",1
CO2tp,CO2 peroxisomal transport,"Transport, peroxisomal",711,N/A,,"1.00 * carbon dioxide [c] --> 1.00 * carbon dioxide [x]
No genes",1
COAtg,CoA transport in Golgi via diffusion,"Transport, golgi apparatus",712,N/A,,"1.00 * Coenzyme A [c] --> 1.00 * Coenzyme A [g]
No genes",1
COAtl,CoA transport in lysosome via diffusion,"Transport, lysosomal",713,N/A,,"1.00 * Coenzyme A [c] --> 1.00 * Coenzyme A [l]
No genes",2
COAtm,CoA transporter,"Transport, mitochondrial",714,N/A,SLC25A16,"1.00 * Coenzyme A [c] --> 1.00 * Coenzyme A [m]
SLC25A16",4
COAtn,"coenzyme A transport, nuclear","Transport, nuclear",715,N/A,,"1.00 * Coenzyme A [c] --> 1.00 * Coenzyme A [n]
No genes",2
COAtp,"coenzyme A transport, peroxisomal","Transport, peroxisomal",716,N/A,,"1.00 * Coenzyme A [c] --> 1.00 * Coenzyme A [x]
No genes",1
COAtr,"COA transporter, endoplasmic reticulum","Transport, endoplasmic reticular",717,N/A,,"1.00 * Coenzyme A [c] --> 1.00 * Coenzyme A [r]
No genes",1
COKECBESr,Carboxylesterase (cocaine) (er),Alkaloid synthesis,718,3.1.1.1,CES2A,"1.00 * Water [r] + 1.00 * cocaine(1+) [r] --> 1.00 * proton [r] + 1.00 * benzoate [r] + 1.00 * ecgoninium methyl ester(1+) [r]
CES2A",4
COQ3m,methyltransferase COQ3,Ubiquinone synthesis,719,N/A,COQ3,"1.00 * S-Adenosyl-L-methionine [m] + 1.00 * 2-decaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone [m] --> 1.00 * proton [m] + 1.00 * S-Adenosyl-L-homocysteine [m] + 1.00 * ubiquinone-10 [m]
COQ3",4
COQ5m,Ubiquinone biosynthesis methyltransferase COQ5,Ubiquinone synthesis,720,N/A,,"1.00 * S-Adenosyl-L-methionine [m] + 1.00 * 2-decaprenyl-6-methoxy-1,4-benzoquinone [m] --> 1.00 * proton [m] + 1.00 * S-Adenosyl-L-homocysteine [m] + 1.00 * 2-decaprenyl-6-methoxy-3-methyl-1,4-benzoquinone [m]
No genes",2
COQ6m,Ubiquinone biosynthesis monooxgenase COQ6,Ubiquinone synthesis,721,N/A,COQ6,"1.00 * O2 [m] + 1.00 * 2-Decaprenyl-6-methoxyphenol [m] --> 1.00 * Water [m] + 1.00 * 2-decaprenyl-6-methoxy-1,4-benzoquinone [m]
COQ6",4
COQ7m,Ubiquinone biosynthesis COQ7,Ubiquinone synthesis,722,N/A,COQ7,"1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * O2 [m] + 1.00 * 2-decaprenyl-6-methoxy-3-methyl-1,4-benzoquinone [m] --> 1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 2-decaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone [m]
COQ7",4
CORE2GTg,"Core 2 acetylglucosaminyltransferase, Golgi apparatus",O-glycan synthesis,723,2.4.1.102,GCNT1; GCNT3; GCNT4,"1.00 * T antigen (core 1) [g] + 1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Core 2 [g]
GCNT1; GCNT3; GCNT4",0
CORE3GTg,"Core 3 beta-GlcNAc-transferase, Golgi apparatus",O-glycan synthesis,724,2.4.1.147,B3GNT6,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * Tn antigen [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Core 3 [g]
B3GNT6",0
CORE4GTg,"Core 4 beta6-GalNAc-transferase, Golgi apparatus",O-glycan synthesis,725,2.4.1.148,GCNT3,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * Core 3 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Core 4 [g]
GCNT3",0
CORE5GTg,"Core 5 alpha-GalNAc-transferase, Golgi apparatus",O-glycan synthesis,726,N/A,,"1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * Tn antigen [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Core 5 [g]
No genes",0
CORE6GTg,"Core 6 beta-GlcNAc-transferase A, Golgi apparatus",O-glycan synthesis,727,2.4.1.102,GCNT1,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * Tn antigen [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Core 6 [g]
GCNT1",0
CORE7GTg,"Core 7 alpha-GalNAc-transferase, Golgi apparatus",O-glycan synthesis,728,N/A,,"1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * Tn antigen [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Core 7 [g]
No genes",0
CORE8GTg,"N-acetylgalactosamine 3-alpha-galactosyltransferase, Golgi apparatus",O-glycan synthesis,729,N/A,,"1.00 * UDP-D-galactose(2-) [g] + 1.00 * Tn antigen [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Core 8 [g]
No genes",0
COt,CO transporter via diffusion,"Transport, extracellular",730,N/A,,"1.00 * carbon monoxide [c] --> 1.00 * carbon monoxide [e]
No genes",2
COUCOAFm,p-coumaroyl-CoA formation,Ubiquinone synthesis,731,6.2.1.12,,"1.00 * Coenzyme A [m] + 1.00 * ATP [m] + 1.00 * trans-4-coumarate [m] --> 1.00 * 4-coumaroyl-CoA(4-) [m] + 1.00 * AMP [m] + 1.00 * Diphosphate [m]
No genes",2
COUMARINte,xenobiotic transport,"Transport, extracellular",732,N/A,,"1.00 * coumarin [e] --> 1.00 * coumarin [c]
No genes",2
CPCTDTX,choline-phosphate cytidylyltransferase,Glycerophospholipid metabolism,733,2.7.7.15,PCYT1A; PCYT1B,"1.00 * proton [c] + 1.00 * CTP [c] + 1.00 * N-Trimethyl-2-aminoethylphosphonate [c] --> 1.00 * Diphosphate [c] + 1.00 * CMP-N-trimethyl-2-aminoethylphosphonate [c]
PCYT1A; PCYT1B",4
CPPPGO,coproporphyrinogen oxidase (O2 required),Heme synthesis,734,1.3.3.3,CPOX,"1.00 * O2 [c] + 2.00 * proton [c] + 1.00 * Coproporphyrinogen III [c] --> 2.00 * Water [c] + 2.00 * carbon dioxide [c] + 1.00 * Protoporphyrinogen IX [c]
CPOX",2
CREATt4_2_r,Creatine transport (sodium symport) (2:1),"Transport, extracellular",735,N/A,SLC6A8,"2.00 * Sodium [e] + 1.00 * creatine [e] --> 2.00 * Sodium [c] + 1.00 * creatine [c]
SLC6A8",4
CREATtmdiffir,Creatine transport to/from mitochondria via diffusion,Urea cycle,736,N/A,,"1.00 * creatine [c] --> 1.00 * creatine [m]
No genes",2
CRMPte,crmp hs transport,"Transport, extracellular",737,N/A,,"1.00 * ceramide 1-phosphate(2-) [c] --> 1.00 * ceramide 1-phosphate(2-) [e]
No genes",2
CRNCAR3tp,"carnitine-propcarnitine carrier, peroxisomal","Transport, peroxisomal",738,N/A,,"1.00 * L-Carnitine [c] + 1.00 * propionyl-carnitine [x] --> 1.00 * L-Carnitine [x] + 1.00 * propionyl-carnitine [c]
No genes",0
CRNCARtp,"carnitine-acetylcarnitine carrier, peroxisomal","Transport, peroxisomal",739,N/A,CRAT,"1.00 * L-Carnitine [c] + 1.00 * O-acetylcarnitine [x] --> 1.00 * O-acetylcarnitine [c] + 1.00 * L-Carnitine [x]
CRAT",0
CRNt,L-carnitine reversible transport,"Transport, extracellular",740,N/A,SLC22A5,"1.00 * L-Carnitine [e] --> 1.00 * L-Carnitine [c]
SLC22A5",4
CRNtHa,L-carnitine outward transport (H+ antiport),"Transport, extracellular",741,N/A,SLC22A4,"1.00 * proton [e] + 1.00 * L-Carnitine [c] --> 1.00 * proton [c] + 1.00 * L-Carnitine [e]
SLC22A4",4
CRNtim,L-carnitine transport out of mitochondria via diffusion,"Transport, mitochondrial",742,N/A,SLC25A20,"1.00 * L-Carnitine [m] --> 1.00 * L-Carnitine [c]
SLC25A20",4
CRNtuNa,L-carnitine inward transport by Na+ symport,"Transport, extracellular",743,N/A,SLC22A5,"1.00 * Sodium [e] + 1.00 * L-Carnitine [e] --> 1.00 * Sodium [c] + 1.00 * L-Carnitine [c]
SLC22A5",4
CRNtx,carnitine transport peroxisome to mitochondria,"Transport, peroxisomal",744,N/A,,"1.00 * 4,8-dimethylnonanoyl carnitine [x] --> 1.00 * 4,8-dimethylnonanoyl carnitine [m]
No genes",2
CRTNsyn,Creatinine synthase,Urea cycle,745,N/A,,"1.00 * N-phosphocreatinate(2-) [c] --> 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * creatinine [c]
No genes",2
CRTSLt,cortisol transport,"Transport, extracellular",746,N/A,,"1.00 * cortisol [e] --> 1.00 * cortisol [c]
No genes",2
CRTSLtm,cortisol intracellular transport,"Transport, mitochondrial",747,N/A,,"1.00 * cortisol [c] --> 1.00 * cortisol [m]
No genes",1
CRTSLtr,cortisol intracellular transport,"Transport, endoplasmic reticular",748,N/A,,"1.00 * cortisol [c] --> 1.00 * cortisol [r]
No genes",1
CRTSTRNt,corticosterone  transport,"Transport, extracellular",749,N/A,,"1.00 * corticosterone [e] --> 1.00 * corticosterone [c]
No genes",2
CRTSTRNtm,corticosterone intracellular transport,"Transport, mitochondrial",750,N/A,,"1.00 * corticosterone [c] --> 1.00 * corticosterone [m]
No genes",1
CRTSTRNtr,corticosterone intracellular transport,"Transport, endoplasmic reticular",751,N/A,,"1.00 * corticosterone [c] --> 1.00 * corticosterone [r]
No genes",1
CRVNCtr,fatty acid transport via diffusion,"Transport, extracellular",752,N/A,,"1.00 * cervonic acid, C22:6 n-3 [e] --> 1.00 * cervonic acid, C22:6 n-3 [c]
No genes",2
CSAPASEly,"chondroitin sulfate A proteoglycan protease, lysosome (endosome)",Chondroitin sulfate degradation,753,N/A,,"1.00 * Water [l] + 1.00 * chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan [l] --> 1.00 * protein-linked serine residue (glycosaminoglycan attachment site) [l] + 1.00 * chondroitin sulfate A (GalNAc4S-GlcA), free chain [l]
No genes",1
CSBPASEly,"chondroitin sulfate B proteoglycan protease, lysosome (endosome)",Chondroitin sulfate degradation,754,N/A,,"1.00 * Water [l] + 1.00 * chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan [l] --> 1.00 * protein-linked serine residue (glycosaminoglycan attachment site) [l] + 1.00 * chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), free chain [l]
No genes",1
CSCPASEly,"chondroitin sulfate C proteoglycan protease, lysosome (endosome)",Chondroitin sulfate degradation,755,N/A,,"1.00 * Water [l] + 1.00 * chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan [l] --> 1.00 * protein-linked serine residue (glycosaminoglycan attachment site) [l] + 1.00 * chondroitin sulfate C (GalNAc6S-GlcA), free chain [l]
No genes",1
